age,monthly_income,monthly_expenses,num_dependents,existing_savings,debt_payments,investment_amount,employment_type,has_insurance,financial_health_score,recommended_monthly_saving
30,819317,538777,2,1845843,169279,180465,employed,0,100,22252
23,1515551,1154267,0,31359,478286,95895,employed,0,100,0
56,1165271,843926,3,2731327,462306,28281,employed,0,100,0
46,780571,291690,1,605606,179140,90366,unemployed,0,100,61948
19,501456,240025,0,1614104,145938,62423,student,0,100,23098
21,309771,96260,0,2568480,248461,175874,self_employed,1,100,0
37,532943,364378,4,4760608,214542,786,employed,0,100,0
25,1586679,1111495,3,1858251,417970,146352,employed,1,100,11442
19,465757,283737,0,1238826,459474,66184,student,0,100,0
21,1815083,1292621,1,383844,47834,40185,employed,0,100,94925
58,1057808,902664,0,881771,278031,213391,self_employed,1,100,0
56,972069,452418,4,53563,386770,40100,unemployed,0,100,26576
35,1959228,1273231,4,1590296,354612,99490,self_employed,0,100,66276
63,311019,120638,0,2894821,39734,84130,student,0,100,30129
50,1628060,736826,2,4182918,375550,172595,self_employed,1,100,103136
27,225175,112172,0,2085279,133142,252328,self_employed,0,100,0
56,1808969,1379749,4,362567,143011,275605,self_employed,1,100,57241
35,1000198,395613,4,866608,59025,257651,employed,0,100,109111
36,1117186,840797,1,2374429,460588,147274,self_employed,1,100,0
48,1252822,452108,1,2334419,341847,189914,student,1,100,91773
62,1144786,849196,2,2049116,422342,172307,student,0,100,0
32,1244074,1006359,1,3670849,477272,195617,employed,1,100,0
56,1427042,1264761,5,4028333,466159,76882,student,0,100,0
51,1746109,1465867,5,553394,9451,89865,employed,1,100,54158
37,1548865,1108468,0,4524144,485548,37772,self_employed,0,100,0
49,1911628,1552184,0,3577275,459782,171378,employed,0,100,0
45,1020539,782997,5,890281,297668,230899,employed,0,100,0
43,105487,64098,4,117765,299368,5723,student,0,100,0
56,226192,183547,0,393110,206551,100821,student,0,100,0
55,1866413,566398,4,4632147,345171,259125,employed,1,100,190968
35,432867,356158,0,2086618,2260,222095,employed,0,100,14889
63,1241884,1118511,0,1176879,196499,133392,employed,0,100,0
28,1017811,909811,0,284728,470729,167216,employed,0,100,0
60,1539907,1461470,0,2798915,188792,66023,employed,0,100,0
27,1719467,827449,1,4564570,83414,203538,employed,0,100,161720
19,778025,302593,1,22331,465652,4656,self_employed,0,100,1955
52,885193,548958,4,2005140,322861,293237,employed,1,100,2674
59,1938574,1013159,3,2951330,162336,249405,employed,0,100,152615
50,721336,430800,0,1175356,491381,157476,employed,0,100,0
31,947474,507711,4,672630,327438,251348,self_employed,1,100,22464
26,795341,680638,4,341730,111649,120636,employed,0,100,610
24,496373,324000,0,3073171,426574,55607,unemployed,0,100,0
40,396364,323189,0,3034904,32644,91250,self_employed,1,100,8106
24,147702,72929,5,200935,231176,40867,employed,1,100,0
18,1916566,1066667,4,2466457,134490,61013,employed,0,100,143081
37,1654996,804571,4,4326698,272703,150518,self_employed,0,100,115544
63,1041057,969690,1,2767507,446073,75303,employed,0,100,0
57,1681233,991124,1,518379,184763,244011,employed,1,100,101069
52,953544,540018,0,4365639,380699,151337,unemployed,1,100,6565
55,1480732,1252557,5,1564018,399624,293420,self_employed,0,100,0
64,1264412,1001545,4,4319787,116984,250213,employed,1,100,29176
64,1912958,1718265,0,1855222,231217,29552,employed,0,100,0
25,1489328,1177047,2,54609,89763,242275,employed,0,100,44503
48,1194941,628042,5,3954737,86280,281073,employed,0,100,96123
36,86014,42678,0,4713479,302842,167700,student,1,100,0
22,95007,70777,5,4943806,488990,270073,student,0,100,0
62,1462359,561940,0,1066886,89834,161109,employed,0,100,162116
51,131206,46936,4,63239,80172,272039,employed,0,100,819
61,1504187,1228007,4,3487012,122294,37369,employed,0,100,30777
33,1263231,901110,5,2569333,318925,163320,employed,1,100,8639
24,676671,299267,1,458805,368398,217356,employed,0,100,1801
58,1367515,1005362,3,1531560,221940,132458,employed,0,100,28042
38,571916,286619,0,1882707,393713,111344,employed,0,100,0
61,1440399,698155,1,4143973,308648,136508,student,0,100,86719
42,1141755,545443,2,3865006,431681,187961,self_employed,0,100,32926
64,1623407,1021772,0,782895,55870,53789,employed,1,100,109152
62,539537,491993,5,4834057,475766,160127,self_employed,1,100,0
19,1309582,1200202,5,3758795,76793,188763,employed,1,100,6517
25,1922555,1259564,3,2808602,482925,277655,employed,0,100,36013
36,661398,571807,5,3305228,435818,252735,self_employed,0,100,0
59,980938,616419,2,4076411,253304,7750,self_employed,1,100,22242
54,1318912,817515,0,4227081,34783,249973,self_employed,0,100,93322
36,968974,314737,4,1043660,342643,216974,employed,0,100,62318
18,406983,319202,3,1913107,499226,272181,employed,1,100,0
45,982344,701592,5,3373455,462015,46335,employed,0,100,0
57,671992,361965,4,2267481,135672,144316,employed,1,100,34870
31,1442162,570424,5,3931332,448699,100139,employed,0,100,84607
40,1861278,1756579,2,1161146,405815,174592,employed,0,100,0
25,817173,678962,1,99293,247110,151102,employed,1,100,0
52,1435477,1015915,4,2558613,217997,215994,employed,0,100,40312
48,1872987,582137,3,120102,89308,147586,employed,0,100,240308
40,1554481,1345174,4,2132012,45991,165516,employed,1,100,32663
63,415089,289056,1,1582843,177939,212540,student,1,100,0
24,1233266,496641,0,4961752,491366,120401,unemployed,0,100,49051
19,911894,756121,5,827363,319282,59495,employed,1,100,0
36,401591,278031,1,655377,143236,73679,self_employed,1,100,0
45,805146,519345,2,3617942,99793,154016,employed,1,100,37201
55,104624,40904,0,4498571,191047,82691,employed,1,100,0
53,487703,227060,4,3969098,4785,290519,unemployed,1,100,51171
50,1069628,800944,4,1671936,132294,295139,employed,1,100,27277
35,1252042,660565,5,2200768,174167,252853,self_employed,0,100,83461
55,1507655,791905,1,3177242,334267,112747,employed,0,100,76296
27,1096534,457444,0,4007366,460117,242118,employed,0,100,35794
43,1770258,767908,1,2201838,451475,189320,employed,0,100,110174
32,764632,564514,0,4629820,180122,188772,student,0,100,3999
49,1398636,1257650,1,1961746,54419,62300,employed,1,100,17313
34,526410,176506,5,4171139,314757,107845,unemployed,0,100,7029
18,648194,401911,3,4014888,139391,68515,employed,1,100,21378
32,1058902,975781,3,248580,499847,55381,student,0,100,0
43,847303,548977,0,1307558,4351,158549,unemployed,0,100,58794
51,1710945,984079,5,2336168,158328,248229,employed,0,100,113707
21,1578670,771563,0,781820,236750,56874,student,1,100,114071
44,927269,732921,1,2746563,424981,27330,employed,0,100,0
57,1516169,1337114,3,4316177,137250,264909,unemployed,1,100,8360
24,1886846,1780050,1,1058020,123177,48132,student,0,100,0
53,669541,335264,4,255156,301772,154641,employed,1,100,6500
62,1459461,558529,0,3416464,85723,225691,self_employed,1,100,163041
46,355579,273925,3,595152,127763,80669,employed,0,100,0
38,56824,47734,4,2863982,11356,97635,self_employed,0,100,0
32,1339038,1161447,0,3223097,318276,288222,employed,1,100,0
24,253788,175804,3,718234,430978,178833,employed,1,100,0
64,229411,212025,4,4975258,409727,16792,employed,0,100,0
59,830058,309494,1,1290102,368154,225825,employed,1,100,30481
45,1680510,840554,1,2677658,287044,208763,student,0,100,110582
26,391009,193472,3,4335268,72188,27335,self_employed,1,100,25069
47,971947,543534,2,565807,113015,170843,employed,1,100,63079
49,1344977,1059940,2,3836849,417211,94790,employed,1,100,0
61,1261256,394963,0,3780733,98067,33598,self_employed,0,100,153645
30,1555795,484294,0,3966973,358934,176320,unemployed,1,100,142513
63,1139225,443403,5,1328855,245471,169793,self_employed,0,100,90070
50,1194616,502623,5,1939860,486923,267966,employed,1,100,41013
19,786621,741747,5,1404344,214256,239925,student,0,100,0
37,727536,340239,4,591313,416607,28825,employed,0,100,0
62,376571,224948,4,1499754,69105,170805,self_employed,1,100,16503
39,145290,46325,5,4654574,26831,115818,employed,0,100,14426
52,291658,263896,1,2498732,269978,112030,self_employed,1,100,0
43,1510161,499285,2,3643665,97344,152544,employed,0,100,182706
20,1993278,1767058,0,4308589,424242,249903,employed,1,100,0
58,393294,169192,5,4796937,475595,21882,unemployed,1,100,0
38,816678,727490,2,605949,226124,103541,self_employed,1,100,0
46,1151645,593020,4,3026911,392647,170264,employed,1,100,33195
18,76651,46750,2,4028424,216055,25646,self_employed,0,100,0
38,1417402,1080231,1,4821459,112555,107375,unemployed,0,100,44923
64,829766,649754,0,2606390,438502,134672,self_employed,0,100,0
22,248907,80177,1,4557199,29596,207203,employed,0,100,27826
60,286026,89424,0,1506907,493350,298561,self_employed,0,100,0
20,450480,229332,1,4673939,422415,75884,employed,0,100,0
43,1853439,1172354,4,4468861,477188,56282,self_employed,0,100,40779
61,1455271,1262734,3,1417014,427641,275177,employed,1,100,0
45,1639147,684539,5,1815386,209066,203556,employed,0,100,149108
53,1836854,996013,1,210713,354796,273156,employed,1,100,97208
52,919786,536242,1,4630361,148536,112131,employed,0,100,47001
62,607068,374567,5,1640409,429152,53317,employed,0,100,0
38,433161,328401,2,4601957,107283,121884,self_employed,1,100,0
40,1256273,1119888,4,4516870,287461,230703,student,1,100,0
19,1419467,544938,3,992451,456611,116553,employed,0,100,83583
64,501932,303986,3,2732710,153439,104508,unemployed,0,100,8901
22,319712,300573,0,1690525,231087,138548,student,0,100,0
20,1315041,906649,0,4873096,145073,130879,self_employed,1,100,52663
26,1447179,1232396,3,779350,238081,77967,self_employed,0,100,0
58,1623773,1426198,3,510684,116875,169675,self_employed,0,100,16139
39,1313961,454861,5,1987764,81265,242126,employed,0,100,155566
37,1572115,963084,4,3735422,65958,99789,self_employed,1,100,108614
58,1280085,1184349,3,4754090,256564,43077,self_employed,0,100,0
53,1082591,429807,0,4990148,105918,230722,employed,1,100,109373
21,1983140,837841,0,539232,119457,492,self_employed,1,100,205168
51,564474,355018,2,2576743,224872,12816,unemployed,1,100,0
49,1209342,467483,3,2439163,258209,196184,employed,0,100,96729
32,1488919,1278885,4,1169228,96011,263667,employed,1,100,22804
32,782550,622760,5,1527510,235510,142660,employed,1,100,0
34,1060426,903717,1,1420654,163856,164541,employed,0,100,0
59,1192733,671979,0,2846000,137989,276947,employed,0,100,76552
47,927742,668442,1,4132249,249885,193121,employed,1,100,1882
53,1113750,570900,0,3449889,357461,41399,self_employed,0,100,37077
30,740762,252642,4,2503386,144804,262072,self_employed,0,100,68663
23,874618,702879,1,4169765,377686,279755,employed,0,100,0
48,1275704,1188433,2,2020470,207055,92092,employed,0,100,0
37,966947,469810,5,4504200,46826,60770,employed,1,100,90062
33,1078056,524972,4,3167805,133401,130478,employed,1,100,83936
37,1677743,728564,0,4382065,44463,161933,self_employed,0,100,180943
19,964770,556944,3,2218684,370286,40620,self_employed,1,100,7507
33,1781262,969390,5,2766672,363815,3534,employed,1,100,89611
52,92546,80993,1,3068408,18078,121666,employed,0,100,0
36,1089956,886874,3,3975800,451373,264599,self_employed,1,100,0
56,1899545,1657097,0,4443622,168897,46947,self_employed,0,100,14710
53,1339474,1202392,1,2241813,341570,164225,unemployed,1,100,0
49,503736,373523,1,3574669,343895,50493,employed,0,100,0
64,1423679,1022442,5,2697931,269914,263690,self_employed,0,100,26264
52,1475581,889763,1,3827596,267899,226192,self_employed,0,100,63583
21,1019968,360965,4,1826080,239524,150283,employed,1,100,83895
50,267182,157658,4,718870,115043,296786,self_employed,1,100,0
23,1374709,736399,4,4775471,232336,60114,self_employed,1,100,81194
49,1294262,706639,4,3825178,308203,232247,unemployed,0,100,55883
20,129956,81343,5,926670,421863,270148,self_employed,1,100,0
38,861277,553580,0,1433831,143082,150183,student,0,100,32922
57,61499,27084,2,4837819,264828,193537,unemployed,0,100,0
43,1652085,790739,0,4630913,36317,108211,employed,0,100,165005
64,244339,105573,5,4456234,35907,144919,unemployed,0,100,20571
24,1936143,1507590,1,533214,302696,54959,employed,0,100,25171
56,1230284,1140288,4,2227856,15418,153917,self_employed,1,100,14915
63,596397,273795,5,4870356,397521,294105,employed,0,100,0
49,1587916,1367800,1,2829348,79655,77627,student,0,100,28092
54,1069092,828179,4,3996917,414174,273590,self_employed,0,100,0
32,76660,38255,3,526341,173048,251440,self_employed,0,100,0
21,1736909,1113706,3,3593231,163557,78794,self_employed,1,100,91929
34,1222053,851141,4,2881183,356839,285559,employed,0,100,2814
55,345099,276573,3,26821,34955,29110,employed,0,100,6714
62,641006,419110,5,4893909,112798,253993,employed,0,100,21819
35,808061,586838,4,3514874,126107,263662,self_employed,1,100,19023
34,724946,368517,2,3709642,61039,41689,employed,1,100,59077
59,1065278,404961,1,4793702,109667,118419,unemployed,1,100,110129
31,837251,283877,0,2357191,352537,119161,self_employed,0,100,40167
18,1949764,954777,0,3669713,426508,50378,employed,0,100,113695
50,377249,276921,5,143738,447953,279112,self_employed,0,100,0
34,1688495,604345,0,1166294,108010,168069,unemployed,1,100,195227
49,873691,681712,4,303423,72592,239643,employed,0,100,23877
57,860745,486069,4,1983942,160040,282892,employed,1,100,42927
59,1362915,823575,5,965861,371999,56446,student,1,100,33468
48,747750,327862,2,3775341,468452,219530,employed,1,100,0
55,799340,602092,4,1967803,302869,51958,self_employed,0,100,0
56,1534303,1428150,5,575054,4727,247334,employed,0,100,20285
44,465331,260913,5,4977062,430701,166295,employed,0,100,0
34,1489135,558592,0,4093095,163192,12618,unemployed,0,100,153470
47,1852295,576328,3,2950013,44386,19500,employed,1,100,246316
56,80976,69883,1,2688575,386639,166447,unemployed,0,100,0
23,708344,537246,4,4483946,352765,200147,employed,0,100,0
28,1759412,1495772,0,4020330,365805,203773,employed,0,100,0
23,341674,189709,1,4102334,466325,190522,unemployed,0,100,0
47,485025,345164,1,3230004,86970,163313,employed,1,100,10578
35,674629,372465,4,2228728,199262,262737,employed,1,100,20580
58,732268,376108,5,3102062,488719,256557,employed,0,100,0
21,1788055,1222513,4,3385514,253296,288569,employed,0,100,62449
49,907175,400973,4,2125362,164161,114847,self_employed,1,100,68408
26,592857,458775,5,4044174,98087,288507,employed,0,100,7198
20,695350,495026,2,1457314,334263,92510,self_employed,0,100,0
44,1974859,1114234,5,4581572,346197,97543,employed,1,100,102885
20,1802795,875129,0,1974930,220855,192344,employed,1,100,141362
63,475922,254065,4,2515053,186957,89470,employed,0,100,6979
44,608057,305508,5,4959039,357901,106265,employed,0,100,0
53,1507971,806554,1,3550430,245565,38587,self_employed,0,100,91170
30,1426834,442820,2,1961465,162414,268690,employed,0,100,164319
25,1720678,896863,0,4849883,183799,212489,self_employed,1,100,128003
31,70634,46020,3,3146601,431172,252961,self_employed,0,100,0
43,883065,541818,4,4253886,410778,211582,unemployed,0,100,0
54,1001831,392490,5,1546987,98767,16401,employed,1,100,102114
46,484494,443563,4,2328191,128835,271455,employed,1,100,0
20,1995450,837844,3,4612195,291926,148049,self_employed,1,100,173135
41,1367895,924225,4,600765,102381,199549,employed,1,100,68257
32,686295,371540,5,3115613,412745,162639,self_employed,1,100,0
54,581886,429234,5,2537630,55518,155013,employed,0,100,19426
31,1220464,711810,0,912992,375440,243919,employed,1,100,26642
57,340175,111120,2,712431,375402,242475,self_employed,0,100,0
48,210777,150067,5,3915016,163558,260289,employed,0,100,0
28,413887,373197,1,4913893,357402,147396,student,0,100,0
43,303668,262731,3,97638,487527,265523,self_employed,0,100,0
18,1655258,849796,0,4412382,479026,258299,student,1,100,65287
42,1714473,876673,0,4244693,66490,206464,self_employed,1,100,154261
38,1227083,836817,3,2501300,221242,49219,self_employed,1,100,33804
51,893826,382412,2,4159898,372814,107228,employed,0,100,27719
20,1722160,1219289,2,3126471,116887,119118,student,1,100,77196
24,306490,251555,1,3264293,449461,123268,employed,0,100,0
28,1069505,462336,1,87978,275554,275070,employed,0,100,66322
48,1389207,1281757,1,3973420,483468,239257,unemployed,1,100,0
43,56812,35626,2,924149,160653,232845,self_employed,0,100,0
40,1925405,850068,4,4936173,372293,113192,employed,1,100,140608
33,1013155,348013,4,1049641,361413,156136,employed,1,100,60745
36,1327217,645331,5,4005164,97331,223155,student,1,100,116910
37,273079,165960,4,4251426,139359,118480,student,0,100,0
27,1873114,1144587,3,2216119,41172,87995,unemployed,0,100,137470
61,923607,399821,3,4213254,332957,201087,self_employed,0,100,38165
63,436816,204367,3,1574593,60469,92504,employed,1,100,34395
39,1127018,835006,3,623878,160469,89486,unemployed,0,100,26308
40,1427486,1147176,2,238084,170898,64997,student,1,100,21882
25,1650370,610721,3,951290,203130,215916,employed,0,100,167303
56,434176,318185,1,2007615,183482,101536,self_employed,0,100,0
30,134755,120688,3,566322,40238,189163,employed,0,100,0
30,1387565,448028,0,3845107,488129,295085,self_employed,0,100,90281
24,1240772,866683,4,4333230,446432,150579,self_employed,0,100,0
46,1106814,751227,0,4002087,68352,71791,employed,0,100,57446
62,1084517,491559,0,3849287,304307,279671,employed,0,100,57730
26,504092,421468,5,3231446,195564,186442,employed,0,100,0
43,203061,61782,1,540405,450836,34577,self_employed,1,100,0
23,280870,253890,2,4735451,197819,154349,self_employed,1,100,0
50,1070949,737636,1,3107864,259943,104277,employed,0,100,14673
46,331794,205428,2,1278456,10875,86432,employed,0,100,23098
36,203213,158727,1,1060000,359599,209312,self_employed,1,100,0
49,1856670,1694078,2,1793566,491593,107175,employed,1,100,0
38,1384513,1154971,3,3595449,254091,153789,employed,1,100,0
34,1116060,746706,1,2309533,74198,5401,employed,0,100,59031
51,1400734,534989,0,4981521,469107,138249,employed,1,100,79327
36,761991,417142,1,3340856,4047,232292,employed,1,100,68160
28,824165,714961,0,3498264,98742,30278,student,0,100,2092
53,134591,114844,2,286909,407810,108586,employed,0,100,0
40,1010427,578793,3,4835584,48501,242144,unemployed,1,100,76626
40,1624992,987226,3,1978702,354881,219389,employed,0,100,56576
51,402127,299500,3,3705165,354949,187927,employed,0,100,0
52,1649932,966129,0,1571110,258813,194580,employed,0,100,84997
34,1252041,448439,4,1604105,83349,242993,unemployed,1,100,144050
30,890671,689557,4,2445816,319982,281422,employed,1,100,0
49,235772,170342,1,4567946,292674,14269,self_employed,1,100,0
34,1436664,616521,4,4457396,51272,16127,employed,0,100,153774
23,1248129,1025729,4,160511,301332,201819,student,1,100,0
60,1906841,1584126,4,3224335,365988,66739,self_employed,1,100,0
59,846396,389838,4,4571137,131232,289681,self_employed,1,100,65065
60,201210,78855,0,1004255,294515,147335,employed,0,100,0
53,80580,34453,3,1607972,372480,117365,self_employed,0,100,0
42,1628897,1010866,2,3526803,279161,35464,student,1,100,67773
20,1057608,536802,0,4874641,256320,119533,employed,0,100,52897
64,1531896,1130079,4,4998845,343404,266337,unemployed,0,100,11682
32,1312546,838473,4,3599983,76102,59970,employed,1,100,79594
63,385466,283803,0,3779237,85924,145394,student,0,100,3147
35,1995329,884977,2,3234800,220199,20620,employed,0,100,178030
27,1409962,964780,3,3544627,224574,97319,student,0,100,44121
22,1879383,1642720,4,4873361,28211,222276,self_employed,0,100,41690
55,769224,522601,1,53113,120296,256558,unemployed,1,100,25265
38,591201,442064,5,2312038,52171,277094,employed,0,100,19393
61,1887933,1732480,2,3383325,115871,225837,student,0,100,7916
18,214701,188121,5,3097770,417690,13355,employed,0,100,0
61,1656808,739302,5,3705373,318249,54346,employed,1,100,119851
42,1636226,1359021,4,4105936,89837,36155,self_employed,0,100,37473
60,828880,776675,1,2723563,442803,109161,unemployed,0,100,0
46,1915061,1556351,0,2273887,281116,71753,unemployed,0,100,15518
59,795169,305063,3,2141431,4909,48144,employed,1,100,97039
51,1391616,978500,1,2898163,293953,60388,employed,0,100,23832
64,1018141,737445,4,2285115,22317,260130,employed,0,100,51675
36,487235,192858,1,644814,107986,72551,student,0,100,37278
61,1072604,708769,0,326779,319384,87121,employed,1,100,8890
36,259902,233926,5,163141,64610,38106,employed,1,100,0
53,496808,244440,4,833063,412608,48729,employed,0,100,0
29,1131663,933429,5,4685185,282552,195358,employed,0,100,0
49,552279,396682,2,2355422,176667,229452,student,0,100,0
39,995083,734818,1,1061804,418193,283067,student,1,100,0
18,685026,338875,2,424069,486637,138959,employed,1,100,0
18,886669,702305,0,650305,124606,202545,employed,0,100,11951
54,636663,454482,1,3228733,276369,177871,employed,0,100,0
41,496837,318304,3,1905609,204055,89927,self_employed,1,100,0
30,1730692,1071037,0,1136089,179122,173457,employed,0,100,96106
45,685504,342402,1,930611,225820,295840,self_employed,0,100,23456
50,261304,112724,1,3466980,235282,5951,employed,1,100,0
43,1619640,1293464,3,4377766,227314,261804,employed,1,100,19772
34,1278148,549178,5,2131819,492190,250533,employed,1,100,47355
42,1661778,679329,5,1592197,213854,235677,student,1,100,153718
49,1210057,1032505,1,1588436,188907,65908,employed,0,100,0
19,1318252,463986,1,1071575,63983,89897,student,0,100,158056
60,1076127,430112,2,4814990,84053,25612,employed,0,100,112392
47,1366230,490736,2,3755755,46236,173260,employed,0,100,165851
31,1522496,1404991,4,3974137,112915,190659,employed,0,100,917
30,1442189,530932,1,882081,444865,278375,self_employed,0,100,93278
54,1002244,304575,0,2378955,481347,110249,employed,1,100,43264
28,630180,439909,0,4919279,168621,193285,employed,1,100,4329
62,1525242,1164934,1,708637,24850,143085,self_employed,0,100,67091
26,1530461,635888,5,3104268,404102,112484,unemployed,0,100,98094
53,311103,163865,4,3586587,386729,20942,student,0,100,0
39,1509421,756778,2,1548741,216463,118298,student,0,100,107235
21,328775,253324,2,1506921,499379,53812,employed,0,100,0
48,1699440,945174,5,3301313,195360,195065,self_employed,0,100,111781
60,1703107,1096085,4,287949,229158,262302,self_employed,1,100,75572
55,1590949,1280194,1,29050,221482,6081,employed,1,100,17854
58,1830681,1136157,4,4793057,348266,194503,unemployed,1,100,69251
18,82317,63519,0,3209094,328915,123123,self_employed,0,100,0
36,936333,625743,1,3104591,122492,273094,employed,0,100,37619
26,267546,204207,1,1635090,316333,99184,employed,0,100,0
29,754974,271004,5,3965081,315128,60224,employed,0,100,33768
56,1042625,975732,4,4786095,83331,19557,employed,0,100,0
60,1430719,510091,4,224312,280846,268664,self_employed,1,100,127956
51,1587462,1132605,3,4908651,336426,272338,employed,1,100,23686
28,605997,190911,5,753710,437533,22099,employed,1,100,0
54,1248072,793932,3,761959,369446,218156,employed,1,100,16938
64,548237,198688,2,1327269,204906,210805,self_employed,0,100,28928
34,1453417,521043,3,2992060,195882,23997,employed,1,100,147298
34,746276,362091,2,1189048,266253,57345,self_employed,0,100,23586
33,1358412,620875,0,2644715,69317,252748,employed,1,100,133643
61,804692,312970,3,1010744,43605,95879,employed,1,100,89623
40,124670,84336,4,4098518,294763,34095,employed,0,100,0
60,243739,213396,2,2014806,111377,141347,employed,1,100,0
57,877284,786334,5,41068,152574,91333,student,1,100,0
57,1814431,886820,5,2270343,19757,212143,employed,0,100,181570
29,130211,112238,2,3283865,308558,9627,employed,1,100,0
40,96558,89691,0,2469448,422932,204388,unemployed,0,100,0
36,1128267,567414,3,2034150,321251,207691,self_employed,0,100,47920
49,1743770,1585392,4,3290323,468299,137738,student,1,100,0
18,1892743,1091959,2,4964228,235994,109829,self_employed,0,100,112957
32,666307,400870,0,2168269,45244,78152,employed,0,100,44038
41,1558796,954383,0,2348248,267466,203519,employed,0,100,67389
43,926063,717918,3,1449085,273246,55983,employed,0,100,0
57,1635391,767668,4,4396895,223296,69958,employed,1,100,128885
41,1751511,799088,3,2255988,280984,90321,self_employed,0,100,134287
27,78118,55400,2,4680236,338418,100810,employed,1,100,0
23,1787927,1184395,5,818413,95960,36606,self_employed,0,100,101514
19,1729745,598800,4,3918318,39376,186676,employed,1,100,218313
51,1405162,1245866,5,1613820,6726,86198,employed,0,100,30513
35,1474163,720764,3,69142,75551,242629,employed,0,100,135569
41,754808,594886,4,4762126,18863,221068,employed,0,100,28211
29,454847,307463,0,1183179,6250,11920,employed,0,100,28226
41,1054940,708866,5,4684667,388568,4120,employed,1,100,0
25,724270,621548,5,3567203,452561,220484,employed,1,100,0
18,1325500,1156224,0,3247034,401442,135821,self_employed,0,100,0
62,549165,364705,1,277879,124505,56684,student,1,100,11990
42,1041109,602252,0,571103,97483,161971,self_employed,0,100,68274
27,767498,539585,3,3328104,393713,271645,unemployed,0,100,0
53,441001,166601,0,1287833,101350,30731,employed,1,100,34609
58,310451,177893,5,567599,74573,41690,self_employed,0,100,11596
24,942690,688421,5,2499743,177415,28894,employed,1,100,15370
46,483493,384842,2,4779413,201493,49774,unemployed,0,100,0
43,609755,468806,0,2791317,216779,143836,student,1,100,0
59,646482,267320,5,3516503,220575,277978,student,0,100,31717
52,1201604,838123,5,378663,87085,86468,employed,0,100,55279
49,201940,72438,5,4337719,63884,160520,student,0,100,13123
57,1162132,798846,3,1974796,12576,236569,employed,0,100,70141
49,119034,93424,2,3801540,107252,222069,unemployed,0,100,0
50,1073540,762643,5,3094353,314624,214554,self_employed,0,100,0
35,731456,516550,1,358904,434242,187918,student,1,100,0
56,1641462,1189302,0,2259403,411504,58181,self_employed,1,100,8131
39,471382,269505,1,4564463,339023,49650,employed,1,100,0
32,356297,196050,3,264733,83377,21627,self_employed,1,100,15373
58,577138,340059,4,3859136,114813,201039,employed,0,100,24453
40,603829,264088,5,2075575,381343,133192,employed,0,100,0
58,1626141,967538,3,105102,268779,150351,employed,1,100,77964
54,653572,580357,0,409581,209929,268715,employed,0,100,0
30,1885792,922107,1,4840959,395648,228053,unemployed,1,100,113607
39,138006,80070,3,4733775,93638,254583,employed,1,100,0
62,1755747,1263961,1,1829611,413614,249132,employed,1,100,15634
39,370033,295537,2,1512438,14598,197501,self_employed,1,100,11979
46,935373,286132,5,3434228,245101,150082,employed,0,100,80827
20,741485,542507,1,4472260,328637,100046,employed,1,100,0
36,1410497,554620,3,3117621,329395,140865,student,0,100,105296
61,1971831,1545011,2,4441792,452209,202261,employed,0,100,0
53,1019100,395780,3,2924996,454787,77968,employed,1,100,33706
56,1028866,810297,4,3095435,339768,152399,student,0,100,0
23,837333,765938,0,1583087,38232,118446,self_employed,1,100,6632
31,1957058,871484,5,1805349,412164,54635,unemployed,0,100,134681
45,157000,47990,3,2124772,335558,178556,employed,0,100,0
48,1721804,640674,2,836115,479542,23862,employed,1,100,120317
62,1441633,1293947,5,1826375,483768,32719,self_employed,1,100,0
43,272295,164941,4,2150151,56302,19919,self_employed,0,100,10210
23,1229359,798444,1,2985798,349026,41591,employed,0,100,16377
59,1385654,553575,3,3491293,398410,56328,employed,0,100,86733
20,1609833,1515829,5,3549227,226379,123428,student,0,100,0
26,1531889,641276,5,1906226,155894,190228,employed,1,100,146943
20,1349860,933380,3,199122,102950,246583,self_employed,1,100,62705
34,162155,108663,1,3692238,131151,49927,employed,1,100,0
44,1005652,344449,2,1770560,139624,271639,employed,1,100,104315
31,191673,181645,1,474456,27562,270415,student,1,100,0
54,1328801,873735,4,2795510,102086,44435,self_employed,0,100,70595
57,660026,264749,3,4402644,161748,175025,employed,0,100,46705
64,179903,142235,1,703551,201225,235884,self_employed,0,100,0
21,1730545,960593,3,781078,459642,91487,self_employed,0,100,62061
59,329094,242070,3,2238236,4433,30936,self_employed,0,100,16518
25,505445,225039,5,1024899,27903,188258,unemployed,0,100,50500
28,1423270,1280192,3,1333088,226046,265230,employed,0,100,0
39,1417880,463094,5,4853011,448665,59868,employed,1,100,101224
50,1454468,455471,1,2586149,236061,121217,employed,1,100,152587
59,74886,64562,1,848588,148076,253381,employed,1,100,0
61,251114,164160,5,495137,50752,244572,employed,1,100,7240
49,1970122,1028357,5,1844102,119717,188159,employed,0,100,164409
41,1266845,496278,0,1150397,434670,26309,self_employed,1,100,67179
19,1626819,551295,1,3717686,208398,97372,self_employed,1,100,173425
48,1003683,493884,5,4036097,434008,159824,employed,1,100,15158
24,554729,458865,4,3250796,319506,125009,employed,1,100,0
38,1004408,426994,2,2398401,108571,223384,self_employed,0,100,93768
55,608807,570245,0,1744917,55792,111337,employed,0,100,0
29,570264,464504,3,510819,429408,96941,employed,0,100,0
20,505402,155497,1,2711493,497400,35268,employed,0,100,0
