age,monthly_income,loan_amount,duration_months,existing_debt,num_dependents,employment_type,education,credit_history,collateral,approved
47,1434525,4435500,36,707548,5,student,tertiary,1,0,0
48,1429087,3941386,36,288969,4,employed,tertiary,1,0,1
32,1470626,1812204,24,666273,0,employed,secondary,1,1,0
37,1478129,4834912,60,212823,4,employed,tertiary,1,1,1
21,913787,2109636,48,84269,5,self_employed,primary,0,1,0
48,166220,3430795,18,800764,1,student,primary,1,1,0
40,271421,3592140,36,54895,0,self_employed,secondary,1,1,1
34,399317,4581536,6,397648,2,employed,tertiary,0,0,0
46,838428,3986906,60,944074,5,employed,tertiary,1,1,0
50,1873935,2328569,24,236641,1,employed,tertiary,1,0,1
34,880819,4162452,24,399319,5,employed,tertiary,0,1,0
42,1082469,393275,60,784118,3,employed,tertiary,0,0,0
43,1101665,1120639,36,502532,3,employed,secondary,1,1,0
63,935259,3660680,18,908478,3,unemployed,tertiary,1,1,0
32,1381379,4216932,36,933404,2,employed,secondary,1,0,0
41,1405898,1275619,60,975919,4,unemployed,tertiary,1,1,0
62,1611845,4378974,12,329711,0,student,primary,1,0,1
56,670253,2157716,36,324857,2,student,none,1,0,0
52,655556,2913564,48,214241,1,employed,tertiary,0,0,0
22,397186,4996098,60,582927,1,student,tertiary,1,0,0
38,1467191,3712667,48,481944,3,self_employed,secondary,1,0,0
42,1300374,2459021,60,762183,0,self_employed,primary,1,0,0
48,1430831,3806150,12,926492,3,employed,secondary,0,0,0
49,287103,2253092,48,365747,1,employed,tertiary,1,0,0
58,1867618,2733525,48,78488,1,student,tertiary,1,0,1
63,739925,1640726,6,355049,4,employed,secondary,1,0,0
44,1985443,1370985,24,494614,4,employed,secondary,0,1,0
56,139242,4430655,48,265121,4,employed,secondary,1,1,0
27,1473924,1685335,24,902082,3,student,tertiary,1,1,0
61,1097146,3286808,60,235101,5,employed,secondary,1,0,1
35,1252532,2620202,18,316785,0,student,none,1,1,1
27,1902207,506195,36,394484,4,employed,primary,1,1,1
20,634326,4562276,6,900897,2,employed,tertiary,1,0,0
63,1680650,1589998,60,578719,4,employed,tertiary,1,1,1
24,946068,3574756,12,278900,3,self_employed,secondary,1,1,1
22,810330,1730871,18,676124,0,employed,tertiary,0,1,0
20,885726,1999428,6,190984,4,employed,secondary,1,0,0
23,783375,1797888,6,957889,0,employed,tertiary,0,1,0
59,215250,1578362,60,670392,2,employed,tertiary,1,0,0
54,572820,1078520,12,750374,1,self_employed,primary,0,0,0
51,312678,3466356,12,701062,0,employed,tertiary,1,1,0
61,1976836,1423368,24,667245,5,employed,tertiary,1,0,1
53,872564,3751339,36,796228,4,employed,tertiary,1,0,0
62,348254,931037,60,891015,3,employed,secondary,1,0,0
44,1812690,3676307,18,163935,5,student,primary,0,1,0
29,900012,3451268,36,605302,5,employed,secondary,1,1,0
40,1514261,304547,18,687477,3,employed,none,0,0,0
58,1424736,2418403,6,938257,3,employed,none,1,0,0
46,96233,1613332,48,282469,3,self_employed,secondary,1,0,0
46,1296356,2727221,48,400237,5,self_employed,secondary,1,1,1
21,501448,4140602,60,473937,0,employed,tertiary,1,1,0
60,798810,4700215,12,779440,3,self_employed,tertiary,0,0,0
32,1053941,1386371,12,53096,1,self_employed,tertiary,0,0,0
28,156311,2641661,6,726764,5,employed,primary,1,0,0
55,1657273,73446,6,668431,5,employed,primary,1,1,1
41,1869095,1267756,18,851081,5,employed,secondary,1,0,0
61,1500530,2675263,6,794473,2,self_employed,primary,0,1,0
45,546246,2291678,60,737411,0,student,tertiary,1,0,0
31,1909062,2806444,18,502827,0,employed,tertiary,0,1,0
36,79709,255162,36,40058,3,self_employed,tertiary,1,0,0
33,1732185,4710500,12,572551,5,employed,primary,0,0,0
33,1098939,4516958,12,222574,5,unemployed,tertiary,1,0,0
53,1895366,2813049,48,104820,3,self_employed,tertiary,0,1,0
39,544829,2253087,48,631933,0,self_employed,secondary,1,0,0
30,446456,3002718,60,699830,3,employed,tertiary,0,1,0
35,1563993,4745747,12,743186,3,employed,tertiary,1,0,0
50,95689,2401130,60,489454,3,self_employed,tertiary,1,1,0
25,1362656,4913446,36,290367,3,employed,primary,0,1,0
38,948704,426924,36,820007,3,employed,tertiary,1,1,0
56,1713938,437688,24,963303,4,employed,none,1,0,0
23,225037,2663556,18,765064,4,employed,tertiary,1,1,0
23,258606,4064398,48,283805,5,self_employed,tertiary,0,0,0
39,1099458,2485016,18,999479,5,employed,secondary,1,0,0
29,1512016,1120648,48,822864,4,employed,tertiary,1,1,0
43,1990235,4325319,24,230119,0,employed,tertiary,1,1,1
54,829110,4469379,12,424363,2,unemployed,tertiary,1,1,0
45,1224441,3940026,60,553402,0,student,secondary,1,1,0
56,1079516,4421078,18,530318,5,employed,none,1,1,0
57,1746609,4608708,48,352195,4,self_employed,tertiary,1,1,1
40,1522617,4643577,18,702789,0,employed,none,1,1,0
59,1562532,601556,12,834175,2,employed,tertiary,1,0,0
58,78885,3895066,60,226941,3,self_employed,tertiary,1,1,0
40,1793992,3963982,6,387900,1,employed,tertiary,1,1,1
29,446419,4238136,48,327759,4,employed,tertiary,1,0,0
57,765601,2593951,6,47577,4,self_employed,primary,0,0,0
23,445460,2750840,24,487800,2,student,primary,1,1,0
64,410466,4540741,60,372580,3,unemployed,tertiary,1,0,0
39,1082833,3831597,36,527254,3,self_employed,none,0,0,0
36,1429339,4351313,18,915788,1,employed,tertiary,1,1,0
26,71584,1911317,48,375982,3,employed,secondary,1,0,0
23,1893529,2956868,18,528016,2,unemployed,secondary,1,0,0
48,1803953,4108961,24,692664,5,employed,tertiary,0,1,0
33,869973,4881851,24,442493,3,self_employed,tertiary,1,0,0
22,603351,3296532,18,235189,5,employed,none,1,1,1
43,1168844,4313304,48,483546,5,employed,tertiary,1,0,1
56,830594,4328483,60,656307,2,employed,secondary,1,1,0
35,1749082,4175339,12,995605,4,unemployed,tertiary,0,0,0
23,1478926,1950057,60,867812,4,employed,tertiary,1,1,0
43,1556744,1914273,12,328274,4,self_employed,tertiary,1,1,1
53,1846990,3670434,36,545702,0,unemployed,secondary,1,1,0
49,1269211,834514,60,999564,4,student,secondary,0,0,0
37,220824,1122456,18,93005,2,employed,tertiary,1,1,1
38,800593,1969587,18,412655,1,employed,primary,0,1,0
50,1494359,3589199,48,878174,3,student,secondary,0,1,0
38,1507913,4639022,18,451436,4,employed,primary,1,0,1
38,650699,2872704,48,702145,0,employed,none,1,1,0
41,1208452,2319590,18,299117,5,employed,primary,0,0,0
43,1296729,2567793,24,873523,0,employed,tertiary,1,0,0
64,734500,4689848,6,204390,2,employed,tertiary,0,1,0
31,714687,2916792,18,723556,1,self_employed,tertiary,1,1,0
49,1038167,3529566,6,245389,4,self_employed,tertiary,1,1,1
57,73331,3594750,12,760520,4,employed,secondary,0,0,0
50,73004,4723794,36,661449,0,unemployed,secondary,0,0,0
55,1337017,2203883,60,201926,2,employed,secondary,1,0,1
38,955675,2098613,60,848667,0,employed,tertiary,1,1,0
64,1502284,2396243,12,485357,0,student,none,1,0,1
55,498013,4315630,18,29400,1,employed,none,1,0,0
49,239167,387850,60,146477,2,self_employed,tertiary,1,0,1
52,981253,3729020,48,379384,1,self_employed,none,1,0,1
37,1948225,1543156,12,52763,2,self_employed,none,1,0,1
47,1711908,538968,24,423425,4,employed,tertiary,1,1,1
30,1894053,4298949,6,204670,3,employed,secondary,1,1,1
64,332260,1630096,48,672784,5,employed,secondary,0,1,0
52,592955,4715730,60,893242,3,employed,none,0,1,0
36,1435777,1743465,48,875955,2,employed,tertiary,1,1,0
25,1697069,4325892,18,109955,3,unemployed,tertiary,1,0,0
23,1125878,3725929,24,151628,0,employed,primary,1,0,1
39,1503075,4357997,6,355281,4,unemployed,primary,0,0,0
46,1260583,1716313,24,936834,5,employed,secondary,1,1,0
34,646822,2157719,12,736626,5,self_employed,primary,1,1,1
25,1848278,1661243,18,658596,5,student,none,1,1,1
33,1261272,2278553,48,724576,4,student,secondary,1,0,0
30,1112016,2352611,48,816744,3,employed,tertiary,1,0,0
58,423145,2208184,12,900119,5,unemployed,primary,1,1,0
28,1407221,749438,48,414407,5,employed,primary,1,0,1
45,444485,3741316,36,109602,2,employed,secondary,1,1,1
35,844300,4242896,18,214529,0,self_employed,none,1,1,1
24,735611,2727049,12,823072,2,student,tertiary,1,0,0
29,390053,2338786,18,362315,3,student,tertiary,1,1,0
22,1707387,2761485,6,324437,4,employed,none,0,1,0
32,744089,2895157,18,638412,4,self_employed,none,1,0,0
62,590022,269162,18,246921,2,unemployed,secondary,1,0,0
49,1796365,4103492,6,954192,1,employed,secondary,1,0,0
64,1270985,2891852,12,726589,2,self_employed,secondary,1,1,0
25,1532117,3363723,18,610090,1,employed,primary,1,0,1
36,395744,1390522,24,240324,2,employed,secondary,1,1,0
64,1893441,1451051,18,354168,1,self_employed,secondary,0,1,0
38,557173,2603272,12,155194,1,employed,primary,1,0,1
61,714471,3320514,48,696584,5,employed,tertiary,0,0,0
54,1726850,3788163,60,225612,5,employed,tertiary,0,1,0
45,1948761,596363,6,399547,1,self_employed,secondary,1,1,1
24,1736647,4230513,48,742462,1,employed,tertiary,1,0,1
48,1310231,4064175,12,373555,0,employed,tertiary,1,1,1
56,1565412,4374155,36,42262,1,self_employed,secondary,1,1,1
39,1906759,1158198,60,378358,5,employed,tertiary,1,0,1
40,1770389,3512087,48,106435,1,unemployed,secondary,1,0,0
29,1839780,1958981,18,610602,4,employed,primary,1,1,1
24,482184,1731518,60,714952,0,employed,tertiary,0,0,0
55,1259725,3444837,18,689286,1,employed,secondary,1,0,0
25,289654,336172,6,872719,5,employed,primary,1,0,0
45,477991,4544463,18,643606,5,student,secondary,0,0,1
23,1287792,611133,60,392278,3,employed,none,1,1,1
58,1933578,1699258,24,911390,5,self_employed,tertiary,1,0,0
58,1275745,4419535,24,541816,0,employed,tertiary,1,1,1
54,860935,4209962,48,68,5,self_employed,tertiary,1,0,1
20,708139,4531678,12,855685,4,student,tertiary,0,0,0
43,923272,1715418,6,867186,2,employed,primary,0,1,0
55,1230403,3244990,36,699328,4,self_employed,none,1,1,0
25,351407,3154857,48,353082,4,student,tertiary,0,0,0
60,1993499,4286026,12,966127,0,self_employed,secondary,1,1,0
63,367231,745519,6,490395,0,employed,tertiary,1,0,0
50,625770,290740,60,566417,3,employed,tertiary,1,1,0
39,172989,3296536,6,254935,5,employed,primary,1,1,0
43,1509192,4499720,60,376140,3,unemployed,secondary,1,1,0
44,876547,1360704,48,225760,0,self_employed,primary,0,1,0
55,326393,2917492,12,61321,5,student,tertiary,1,0,1
40,1867119,3037008,12,535814,0,employed,primary,1,0,1
49,1014329,3683803,18,747812,0,employed,secondary,0,0,1
43,684649,3427300,36,763871,2,employed,primary,1,0,0
63,1909608,1719163,24,484780,4,employed,tertiary,1,1,1
61,349850,2837186,18,682069,3,employed,none,1,0,0
49,1904230,3358769,6,107535,3,employed,tertiary,1,0,1
41,1459761,1637361,36,15063,1,unemployed,primary,1,1,1
47,1989512,2003923,36,660083,2,employed,tertiary,1,1,1
26,91139,307471,12,528501,0,employed,tertiary,1,0,0
54,689207,2239171,36,809229,0,student,tertiary,1,1,0
47,821965,1813190,48,232842,2,student,tertiary,1,0,1
33,353446,1207593,36,84946,5,employed,secondary,1,0,1
29,1324332,905817,6,613206,3,student,primary,1,0,0
35,1448558,3300881,48,700577,0,employed,primary,0,1,0
35,1035663,608114,48,985787,1,employed,none,0,1,0
50,714006,4878626,18,23655,3,unemployed,tertiary,0,1,0
61,1767479,1707106,36,489100,4,self_employed,tertiary,1,0,1
44,1848432,2008074,12,733350,2,unemployed,tertiary,0,0,0
32,1095716,1672964,60,143659,3,unemployed,tertiary,1,0,0
25,1776721,408349,18,808987,4,employed,secondary,1,1,0
63,914785,1111385,12,552359,1,self_employed,primary,0,0,0
28,1449712,1209702,36,806671,5,employed,none,1,0,0
64,887860,402465,18,123441,2,employed,none,1,0,1
55,1646641,838525,36,359282,5,employed,tertiary,1,1,1
62,107939,4813090,6,311295,0,employed,tertiary,1,0,0
39,1544818,1663849,18,526491,5,unemployed,secondary,0,0,0
37,1971458,3146750,12,144707,0,unemployed,primary,1,0,0
62,73548,4262022,6,183643,4,self_employed,secondary,1,1,0
40,506437,4594066,24,656504,3,employed,tertiary,1,1,0
23,1748413,1962886,12,425915,1,self_employed,tertiary,1,1,1
52,483917,4815257,60,739979,4,self_employed,tertiary,0,0,0
46,494503,868706,36,353807,1,student,primary,1,1,0
26,187799,4124651,12,391988,5,employed,secondary,1,0,0
25,815820,2293227,24,274357,1,employed,none,1,0,0
34,231789,1784802,12,16944,5,student,primary,0,1,0
37,475643,499110,6,591011,1,student,tertiary,0,1,0
51,1770628,3711068,48,199741,2,employed,tertiary,1,0,1
30,1654489,3856762,12,68947,4,employed,tertiary,0,1,0
39,1909926,1824474,18,165529,2,unemployed,none,0,0,0
43,484352,3550975,60,495927,3,self_employed,secondary,0,1,0
34,1999834,3262174,24,35191,3,self_employed,tertiary,1,1,1
26,1737745,603360,12,247129,0,employed,primary,0,0,0
40,1544201,4278021,24,522389,0,employed,secondary,1,0,0
61,852009,4462721,48,251767,0,employed,secondary,1,0,1
45,1445875,2526498,6,72264,3,self_employed,secondary,1,0,1
63,161776,434533,18,188996,1,employed,none,1,0,0
33,935678,4353829,36,426960,5,employed,tertiary,1,0,0
56,1856860,3652294,12,446640,1,employed,secondary,1,0,1
40,832119,1311668,6,481633,4,employed,primary,0,0,0
37,563624,3200374,24,209409,3,employed,secondary,0,1,0
24,262803,2449009,48,469300,5,employed,tertiary,1,1,0
22,208761,1428656,60,426102,5,student,tertiary,0,1,0
42,1765090,1273979,24,361990,5,employed,tertiary,1,0,1
45,547873,4528633,60,905982,0,employed,primary,1,0,0
56,407092,396407,48,609251,5,employed,secondary,0,1,0
43,71341,626395,60,787404,5,unemployed,secondary,1,1,0
38,409698,819153,48,361363,3,employed,tertiary,1,1,0
44,1304329,1558346,6,137693,1,employed,secondary,1,1,1
40,1992806,853995,12,222621,1,employed,secondary,1,1,1
31,358474,327845,36,49738,2,self_employed,secondary,0,1,0
60,823429,1298720,12,188766,2,self_employed,tertiary,1,0,1
52,1448479,2886934,18,841209,4,employed,secondary,1,1,0
23,773776,2066211,12,276674,3,employed,tertiary,1,0,1
61,1879003,4929074,48,138426,2,employed,tertiary,1,0,1
26,1447527,2246432,48,832961,2,self_employed,tertiary,1,1,0
41,869745,764075,18,889327,3,self_employed,primary,1,1,1
52,359044,1084472,24,838146,1,employed,primary,1,0,0
36,128840,1137241,48,219831,4,self_employed,tertiary,0,1,0
43,1264343,2425253,18,124750,4,employed,primary,1,0,1
53,211297,3112783,48,958736,4,self_employed,secondary,1,0,0
47,922504,4028168,36,445295,2,self_employed,primary,0,1,0
62,1981375,3979301,48,645171,1,student,primary,1,1,1
60,99156,738235,6,143622,4,employed,primary,0,0,0
58,258281,2260980,18,257391,3,employed,tertiary,1,1,0
41,137453,1189391,60,350340,4,employed,secondary,0,0,0
36,1781765,1039269,12,322529,0,employed,primary,0,1,1
53,1048412,4020471,18,851168,1,employed,secondary,1,1,0
25,75938,4276660,24,816700,0,employed,tertiary,1,1,0
25,109164,1010875,48,505871,1,employed,tertiary,1,1,0
53,497746,1919883,18,659650,5,student,primary,1,0,0
20,773559,1863985,36,448250,3,self_employed,tertiary,1,0,0
29,634570,321609,18,816570,5,employed,secondary,0,1,0
40,1408521,3917183,36,989486,2,employed,tertiary,0,1,0
24,452681,3531716,48,250927,2,employed,tertiary,0,1,0
21,1364046,2343474,12,386794,5,employed,tertiary,1,0,1
41,1781530,1971897,48,799864,1,employed,tertiary,1,1,1
21,1214395,3735266,24,591346,4,employed,primary,0,1,0
29,1365483,227696,6,58175,0,student,tertiary,1,0,1
53,531873,1639291,12,33329,3,self_employed,primary,1,1,1
35,191900,476492,12,986580,4,employed,none,0,0,0
58,1408308,3005227,6,405544,2,unemployed,secondary,1,1,0
41,847653,2357236,18,427463,4,employed,secondary,1,0,0
31,454427,1233087,48,268821,5,employed,primary,1,0,0
43,587857,3274400,18,979314,5,employed,primary,1,0,0
59,1326542,4717223,18,50357,0,self_employed,tertiary,1,0,1
57,87860,513723,48,55812,2,employed,secondary,1,1,0
29,252630,2166811,24,565904,1,employed,secondary,1,1,0
54,1930345,736763,12,454500,3,student,primary,1,1,1
51,1621801,1525378,36,442957,5,employed,tertiary,0,0,0
26,718875,3699175,6,446694,3,self_employed,primary,1,0,0
40,645983,2195943,12,185128,2,unemployed,secondary,0,0,0
39,303078,4640585,18,484699,1,employed,tertiary,1,0,0
45,816887,3919883,6,307678,5,unemployed,secondary,0,0,0
23,418893,3704538,36,210128,0,self_employed,primary,1,1,0
41,1054731,1373020,12,588450,3,student,tertiary,1,0,0
34,1254552,2704810,12,831143,2,employed,secondary,1,1,0
59,765295,4969495,24,153877,3,student,primary,0,1,0
40,1928798,551503,12,882412,1,employed,tertiary,1,0,0
34,1953588,2117911,12,806575,0,self_employed,primary,1,1,1
41,1042652,4527375,36,993332,1,employed,secondary,1,0,0
47,1104212,3754595,36,108380,5,employed,tertiary,1,0,1
33,311578,4747927,6,717833,4,employed,none,1,1,0
46,1437849,1894040,18,147089,1,employed,tertiary,0,0,0
60,333816,914845,36,456418,1,employed,secondary,1,0,1
59,1890820,2056811,6,484075,3,employed,secondary,0,0,0
47,1326269,3184593,12,41423,1,employed,tertiary,1,0,1
45,571393,1484636,6,41713,2,employed,secondary,0,1,0
21,1099230,3958308,6,481072,5,employed,primary,1,1,1
44,628921,1957310,6,598598,3,employed,tertiary,1,1,0
22,1115719,755314,48,788637,3,unemployed,secondary,1,1,0
27,630222,3444070,6,315410,4,self_employed,secondary,0,1,0
63,1428054,3939453,36,667702,5,employed,primary,1,1,0
52,677751,922189,60,987067,2,employed,tertiary,1,1,0
61,175851,3614046,60,718550,5,self_employed,secondary,0,1,0
54,603375,4007874,60,606151,1,employed,secondary,1,0,0
25,716978,3628687,60,676560,4,employed,secondary,0,0,0
58,844878,1232200,48,138260,2,employed,tertiary,1,0,0
42,1987135,4825219,18,388377,4,student,tertiary,1,1,1
44,361011,3897075,6,264952,5,employed,primary,1,0,0
62,494244,1440530,24,275995,0,self_employed,tertiary,1,1,0
38,1945109,1143956,60,474106,5,employed,secondary,1,1,1
24,208272,2307474,12,917414,1,self_employed,secondary,0,1,0
30,276179,3698338,60,196000,4,employed,tertiary,1,1,0
31,924506,1481041,60,523047,0,employed,tertiary,1,1,0
29,1815401,322667,12,408274,1,employed,primary,1,1,0
27,1601292,3503402,48,538908,4,student,tertiary,1,1,1
43,1316084,4782361,12,970259,4,employed,secondary,0,0,0
47,1741286,2079122,12,587283,5,employed,none,1,1,1
60,400036,162035,48,489982,4,self_employed,tertiary,1,0,0
55,1318207,1274293,12,560969,4,self_employed,none,1,1,0
56,432188,3951848,6,850941,3,employed,secondary,1,0,0
40,89148,1440502,60,476555,4,employed,primary,1,0,0
27,1967936,390526,18,67703,5,employed,tertiary,0,1,0
28,1250346,1266733,48,723040,3,employed,tertiary,1,1,0
34,485686,915144,24,985207,3,unemployed,tertiary,1,0,0
59,535287,3838659,48,763416,0,employed,secondary,0,0,0
37,1936668,1468137,36,304280,1,unemployed,tertiary,1,1,0
61,1920458,2357306,24,222452,3,employed,tertiary,1,0,1
39,1810399,4110416,36,513795,2,employed,tertiary,0,0,0
25,345901,3945972,48,880131,3,employed,primary,1,1,0
31,128012,1029532,36,350600,2,self_employed,tertiary,1,0,0
21,1991758,572797,24,83086,0,employed,tertiary,0,1,0
26,963475,4165336,6,691703,2,self_employed,primary,1,0,0
35,1037751,1041120,48,379673,0,self_employed,none,1,0,1
22,106116,3547172,48,280398,0,employed,secondary,1,1,0
64,194233,3194158,12,323417,0,employed,tertiary,0,1,0
22,1130728,960906,48,452827,2,employed,tertiary,1,1,1
46,156379,464399,60,117574,2,self_employed,primary,1,1,0
62,1325481,2056518,60,639135,0,employed,tertiary,1,0,0
59,1119412,4499113,48,105547,0,self_employed,tertiary,1,0,1
57,271439,779672,6,453218,1,employed,tertiary,1,1,0
52,1285296,498781,12,537214,0,self_employed,secondary,0,0,0
47,1255979,4685563,18,754719,4,self_employed,primary,0,0,0
20,1240411,2211513,36,457480,1,employed,tertiary,0,0,0
27,905876,2057091,24,508237,1,student,secondary,1,0,0
56,667397,1197417,18,511500,1,self_employed,secondary,1,0,0
51,1248835,2851516,12,351671,4,employed,secondary,1,0,1
62,1241605,1344876,60,369531,1,self_employed,secondary,1,1,1
56,447595,210786,60,289707,1,self_employed,tertiary,0,0,0
23,656306,4785790,60,948192,2,employed,tertiary,1,1,0
49,1745940,4573399,6,165202,5,employed,tertiary,1,0,1
25,1781041,2125414,60,787357,2,employed,tertiary,1,1,1
38,1492669,1364530,24,575883,0,student,tertiary,0,1,0
51,1802289,960175,36,130249,0,self_employed,primary,1,0,1
28,1968796,4978784,48,540609,3,employed,tertiary,1,0,1
31,1981878,171701,48,928273,5,employed,secondary,1,1,0
30,1838521,2639433,18,167820,4,employed,tertiary,1,0,1
35,1444028,3991631,36,695388,2,employed,secondary,1,0,0
20,1543359,1114641,12,278295,0,employed,secondary,1,0,1
64,370057,1483043,36,76133,4,employed,secondary,1,0,1
40,576925,3961278,6,34187,1,student,primary,0,0,0
49,515994,298924,18,43835,4,student,primary,1,0,1
32,878457,2850860,18,262203,2,employed,secondary,1,0,1
53,1860853,2140923,6,494044,5,employed,primary,1,1,1
23,806547,1990711,36,216789,3,unemployed,secondary,0,1,0
47,411652,4788821,60,27235,2,employed,primary,1,0,1
57,656752,1413307,6,618496,5,self_employed,primary,0,0,0
50,1389462,1873334,60,67114,0,unemployed,tertiary,1,1,0
46,586119,4789693,24,700726,0,self_employed,tertiary,0,1,0
24,163768,3760407,6,653479,4,employed,none,1,1,0
44,821271,3268451,60,899263,2,student,tertiary,0,0,0
22,1445812,3422021,36,384033,0,unemployed,tertiary,1,0,0
52,927311,240477,60,781345,1,self_employed,tertiary,1,1,0
23,1973378,1264596,6,605871,1,employed,secondary,1,0,1
44,962969,1985272,12,32160,3,self_employed,tertiary,1,1,1
39,1014266,4544369,48,885443,4,employed,secondary,1,1,0
53,679112,2617375,6,791709,0,employed,tertiary,1,1,0
45,1066462,4965782,48,919284,3,employed,tertiary,0,1,0
24,1187317,229354,6,964083,1,student,tertiary,0,0,0
54,1117406,2467741,36,903533,3,unemployed,secondary,1,0,0
47,1415764,4980731,24,766809,3,self_employed,none,1,0,0
48,910380,1442928,24,847182,0,employed,none,0,1,0
28,119202,1467003,48,581190,0,employed,secondary,1,0,0
57,349189,2232931,36,211270,0,unemployed,tertiary,0,0,0
25,267394,1101636,60,641137,4,self_employed,primary,1,1,0
38,1609049,3835887,36,97052,3,unemployed,primary,1,1,0
63,1300699,2692159,36,652182,3,employed,primary,1,1,0
30,1992517,2063122,12,163233,4,self_employed,tertiary,1,1,1
21,207699,2132214,18,437715,1,unemployed,primary,1,0,0
63,327342,1613159,6,687246,2,employed,primary,1,0,0
63,905953,2697765,36,402016,1,employed,primary,1,0,1
28,554655,3087253,36,49460,4,employed,secondary,1,0,1
40,1729335,1034943,36,391568,3,student,secondary,0,1,1
43,1914483,405431,24,70975,3,self_employed,primary,1,0,1
53,286824,65141,36,987347,0,self_employed,secondary,1,0,0
41,1610790,4574361,6,919868,0,employed,secondary,1,1,0
22,1117979,2967199,60,540856,3,self_employed,secondary,1,1,0
31,1102257,2865263,60,169164,3,self_employed,tertiary,1,1,1
47,403699,3832700,36,988523,5,employed,none,1,1,0
49,1978130,4533900,6,586967,0,student,secondary,1,0,1
45,1098072,3611669,12,65781,0,employed,secondary,1,1,1
40,1738124,624679,60,270574,1,employed,none,1,1,1
47,1796228,1743152,18,466935,3,employed,tertiary,1,1,1
45,679674,4387074,24,562980,3,employed,tertiary,0,1,0
52,1856242,2387099,6,30086,4,self_employed,secondary,1,0,1
40,448845,4855303,60,836103,1,employed,secondary,1,1,0
54,143246,1994741,60,229334,2,unemployed,tertiary,1,1,0
53,1194440,2900065,48,144973,2,employed,tertiary,1,0,1
60,258886,934094,12,266051,2,employed,secondary,1,0,0
37,320561,2714812,18,229652,5,self_employed,secondary,1,0,0
30,1479608,3764150,18,28604,0,self_employed,tertiary,0,1,0
42,1264413,874255,18,37869,2,employed,secondary,1,1,1
41,910931,4839750,6,669897,4,student,tertiary,0,0,0
36,1343736,1082564,12,667861,0,self_employed,secondary,1,1,0
24,237646,1231597,36,778845,0,employed,secondary,1,1,0
63,1070332,623684,48,643549,2,employed,secondary,0,0,0
30,1582337,1469056,12,430587,0,employed,tertiary,0,0,0
49,833566,3227640,12,376783,1,unemployed,secondary,0,1,0
34,864107,563676,60,898122,1,employed,secondary,1,0,0
46,1355257,540913,12,430037,2,employed,secondary,0,1,0
54,1564059,2425804,6,744092,4,employed,none,1,0,0
52,1794499,2780689,48,387736,0,employed,none,1,0,1
39,585620,190689,6,268217,3,self_employed,tertiary,1,1,0
35,829105,1335801,48,192077,2,self_employed,none,1,1,1
53,855609,4120161,48,469313,5,employed,primary,1,0,0
21,966992,283725,60,280245,0,employed,none,0,1,0
54,270326,1208175,6,504268,2,employed,primary,1,0,0
59,773807,3279449,48,424642,2,self_employed,secondary,0,1,0
47,1360425,874356,12,619165,4,unemployed,secondary,0,1,0
58,369248,860672,6,269457,3,employed,none,1,0,0
25,396479,2418524,48,686133,0,employed,tertiary,1,1,0
28,1475658,1630296,18,945507,2,employed,tertiary,0,1,0
39,1179306,1555367,6,59668,2,student,none,0,1,0
20,1496743,1847511,60,354100,0,employed,tertiary,1,1,1
27,1336050,696052,24,726610,2,employed,tertiary,0,0,0
42,340477,211298,6,639375,2,employed,primary,1,1,0
22,333817,2351374,6,381595,2,employed,tertiary,1,1,0
23,950853,371243,6,616963,1,self_employed,none,0,1,0
44,1663734,4068920,48,91634,1,employed,none,1,1,1
57,303017,4786605,6,959798,3,employed,secondary,0,0,0
34,701824,2131530,24,668942,4,self_employed,secondary,0,1,0
40,383245,3038793,36,109119,0,employed,secondary,0,0,0
54,859253,3127165,6,669120,4,self_employed,secondary,0,1,0
33,1124070,1725125,18,333935,4,employed,secondary,0,0,0
55,1722341,4507005,24,344302,1,self_employed,tertiary,0,0,0
31,1486803,4143898,36,953487,3,employed,tertiary,1,1,0
36,1828096,2850212,48,433525,4,student,none,1,1,1
58,424842,180878,6,29715,4,employed,primary,1,1,1
28,423704,4793170,36,953919,2,employed,secondary,0,0,0
54,1492627,3794795,18,218400,0,unemployed,secondary,1,0,0
32,1092630,2812108,24,501328,3,unemployed,secondary,1,1,0
34,330790,1942508,24,350404,0,employed,secondary,0,0,0
37,173777,2743974,48,969085,1,student,secondary,1,1,0
52,1700224,2943713,48,659012,4,employed,none,1,1,1
25,1398055,4700914,48,812729,4,self_employed,secondary,1,1,0
46,905783,3393473,36,229030,5,employed,tertiary,1,0,1
42,951366,1997012,6,407244,0,employed,tertiary,1,1,1
46,183501,3447094,12,144875,1,employed,tertiary,1,1,0
53,1402670,3584666,24,268451,5,self_employed,tertiary,1,0,1
57,634942,4921482,12,424541,5,employed,tertiary,1,0,0
33,419566,2059326,60,320760,2,employed,tertiary,1,1,0
55,1470654,4243513,24,977987,5,student,tertiary,1,0,0
27,169975,3775614,48,949078,5,employed,secondary,0,1,0
54,773503,2280878,6,644116,2,employed,primary,1,1,0
38,1451906,4371613,6,740158,4,self_employed,tertiary,1,0,0
49,1464954,4934592,24,460287,4,employed,secondary,1,0,1
33,1725190,3750568,36,146004,3,employed,tertiary,1,1,1
39,1176103,4226672,60,408965,5,employed,tertiary,1,0,1
44,398848,453552,48,270871,0,employed,secondary,1,1,0
59,1531177,3239291,6,186478,4,student,tertiary,1,0,1
43,216991,1116937,60,541620,1,employed,tertiary,1,0,0
