income,expenses,savings,loan_amount,credit_score,loan_status
180771.5,149411.79,130324.33,3928160.51,683,0
1930988.45,1331542.45,3555759.21,4882088.08,613,1
1336555.23,955077.08,2491193.41,5953875.54,776,1
1689621.09,681403.31,235905.1,7908167.09,560,0
606476.84,250132.33,1105809.32,8498114.68,850,1
958202.89,716821.28,1076357.42,826550.83,735,1
2025090.98,825618.26,4540917.34,9045420.76,778,1
2899377.9,1722053.75,7029011.11,9378091.69,547,1
246208.64,92216.61,407835.13,5949229.67,828,0
2682114.53,2070293.0,13719.27,1908168.6,528,0
1772955.48,491730.88,3384744.76,8193227.59,629,1
1735366.74,1354649.23,3898751.0,5508446.76,780,1
1550807.75,964464.18,1158375.54,8181104.71,700,0
301242.85,99662.18,419913.86,8157340.86,526,0
360642.87,208965.41,1044847.26,912956.69,763,1
1842644.82,732910.48,1647963.24,6089863.21,683,0
1088779.86,464285.27,728894.29,4857285.78,608,0
2760077.39,1231186.7,1745926.62,9463888.73,495,0
1279112.56,312517.22,2144307.49,3001580.85,693,1
515516.23,458898.72,1468892.0,2099701.06,633,0
2172684.62,482497.28,3967475.04,8976014.22,665,1
950724.92,631041.59,865130.55,1529719.91,491,0
1623863.89,746749.0,3110851.21,6880868.61,608,1
2123715.08,1385102.27,3980961.03,3035197.15,698,1
2710765.92,1218147.12,4854372.95,5700065.27,837,0
2397354.46,1610124.28,1146603.39,6181383.36,629,1
2061447.1,1464585.72,3924377.66,4202824.36,794,0
2070936.23,1415250.58,2672529.45,9750901.55,728,1
2843181.47,795446.51,158581.79,1361740.02,673,1
957889.88,632039.95,1551104.82,3944420.94,548,0
103225.07,40876.23,306351.4,4332433.5,552,0
888668.22,195650.05,932407.38,6328917.14,711,1
731885.0,358902.84,2120034.93,4102234.59,597,1
2019320.3,1016687.73,582810.62,1015508.31,588,1
1937763.64,1021243.86,4257945.61,9476928.48,631,1
1821038.01,1262665.72,624597.8,4189986.86,633,0
147105.99,61224.14,120732.05,3459603.59,740,0
2213456.36,931193.03,3790593.83,4494885.14,599,0
1038238.2,251655.0,1846339.56,2205127.04,730,1
2028662.37,1381062.32,4717926.08,1047205.76,693,1
1714077.44,1024124.01,3164074.21,1528355.87,482,0
1093919.68,486354.04,1948100.43,1708215.53,679,1
490271.17,340067.92,1341901.26,2016850.71,383,0
373814.8,215373.56,507073.15,4228604.11,560,0
2511403.17,1327204.9,1697199.57,6257797.73,696,1
2763352.87,1541749.68,1341236.85,6307433.99,648,0
1984385.34,1280808.99,2381230.24,50970.82,473,0
399958.93,264773.54,855215.49,9213528.79,538,1
1265878.93,509225.72,161564.7,8237329.45,389,0
2213923.68,660901.28,857143.05,9641183.49,515,0
2361480.56,731218.11,751754.62,3631864.13,707,1
442834.0,286767.62,777506.01,6664752.8,594,1
100089.08,81173.38,72924.3,1721806.46,666,0
2165197.43,1053687.69,1079953.46,8179478.62,651,0
1134128.91,361406.18,2016835.23,1655608.84,653,1
837995.86,611420.01,1913923.68,3293557.72,752,0
137402.66,107550.92,136916.91,4933806.82,629,0
1666868.28,1360844.12,2891372.75,5965590.11,741,0
2568337.13,1604650.81,756049.72,5618348.59,402,1
2877131.77,2308927.0,8072003.49,1065855.32,761,1
1740660.36,366914.62,1759265.5,4245676.23,520,0
1591937.85,437886.48,4763901.21,9232947.18,542,1
346663.52,91797.63,1017722.02,8730066.85,579,1
1691731.12,1182221.09,3952679.61,5928296.06,758,1
1201939.33,298931.02,72358.29,5744629.53,561,0
1860692.31,1018645.42,3033718.82,1161168.07,584,1
1227306.41,651570.63,319724.69,2042581.55,553,1
796867.46,332686.16,2139919.09,2563765.44,675,0
375399.3,303804.5,889286.69,4907547.5,724,0
1013263.49,323538.32,2955711.01,7326992.68,820,0
380270.02,169875.72,694049.39,4634217.29,850,1
613001.16,454797.85,960277.6,1304307.37,715,0
2963274.86,655759.75,4613586.54,4421521.33,686,1
1387900.32,931371.71,1609055.46,1668200.87,528,1
1642428.12,1267097.83,2309369.24,7523916.15,840,0
2633493.73,2245283.8,5020065.17,1706683.56,671,0
2987149.81,2429770.5,8360562.81,4851213.2,621,1
1789871.9,758134.04,3199669.9,6949465.35,688,1
2456174.08,1499383.5,6315677.89,2320570.74,586,1
1048128.97,266335.28,2712913.86,806499.57,416,1
986657.48,375432.05,1535730.42,5654829.79,707,0
1267840.79,337189.44,1321608.56,589316.5,784,1
2050271.06,862407.78,3933899.41,5898298.0,705,1
2078355.9,1688936.54,2780075.41,7547310.45,649,0
1014194.36,449305.13,247790.61,3326694.12,651,0
486308.78,288540.94,551195.65,4909076.62,667,0
1933949.14,973485.39,5767454.88,9291180.29,664,0
472145.0,246101.6,68713.91,4737533.2,643,0
1777628.27,1562002.74,3715244.4,9965712.91,652,1
2110924.17,859796.57,5327056.71,1612173.99,805,1
2131773.34,1362474.17,4148809.76,7103892.33,697,1
2285069.12,1128924.39,3905742.27,6543555.05,660,1
2631292.32,638883.9,5585347.52,8729432.89,715,1
1549881.08,840859.43,1996290.55,969809.96,715,0
2217722.65,1706183.48,607844.98,2838055.59,744,0
1895600.93,510157.54,5472818.38,1365183.3,574,1
641255.83,159489.49,831646.16,9334296.47,601,0
174499.97,53666.08,348331.21,4295021.48,568,0
925170.02,680074.05,1474657.46,9105155.16,726,0
1384797.75,978770.57,227133.44,2979349.59,721,0
1889607.24,1125284.61,5400950.62,1307362.61,522,1
2564882.06,1353638.26,6098293.54,3000545.87,689,1
669112.58,549895.5,299289.83,5991884.88,787,0
464094.39,341892.99,1366733.21,8460064.29,626,0
2894091.85,2223703.18,6397980.76,3884637.4,681,1
413329.22,317967.4,585673.02,9152346.16,723,0
1487624.1,966809.89,2728466.5,2480108.99,517,0
1798134.81,936127.39,575780.83,6950729.84,665,0
1669985.82,1344796.87,2807637.83,7370347.84,777,1
349493.26,296441.99,77232.14,2775931.05,590,0
265378.05,57497.93,433777.88,318350.29,733,1
405901.94,95828.74,673020.76,3684111.55,652,0
1798204.28,1566452.27,4717258.71,499701.67,582,0
1678600.17,661389.33,3651244.94,9012500.07,640,0
777848.3,631113.91,582341.71,9537576.37,597,0
1949545.01,920490.51,5196080.26,7367030.16,561,0
2478195.76,702246.43,4261822.62,7280511.62,624,1
220578.98,56536.65,401263.71,2446882.06,656,0
1544576.84,478132.3,783014.13,785559.49,633,1
2099000.2,786968.14,5401400.84,8030941.13,623,0
831704.59,450752.99,2322863.87,5613661.22,672,0
992535.63,685890.29,2307617.49,6832193.93,703,0
1879549.92,1673699.74,5304573.59,7807428.63,535,0
2704012.35,1376490.25,2452268.02,4123870.98,624,0
2448780.82,1378001.11,6326076.31,1488238.57,452,1
1791077.64,1012444.23,2626936.72,7960616.15,633,0
2217642.98,1280919.56,1090529.5,4564968.11,665,0
1157985.16,651272.23,2323383.51,8277896.1,706,0
1958800.03,403791.6,4020164.42,4405106.51,665,1
1451926.61,292138.34,1249780.01,2209313.26,704,1
650814.8,174656.84,53679.2,1751499.92,656,0
2135040.99,578787.46,1280046.27,7452021.48,582,0
1713747.45,1188360.18,2055353.26,5770146.77,538,0
1140002.59,391523.88,573066.46,4075798.86,623,1
2742883.65,2266444.41,1596604.72,4946561.72,573,0
160708.94,136606.53,188699.94,5518904.12,638,0
1015742.14,897027.62,2930781.58,2432193.6,600,0
264956.05,227161.9,607472.84,3812747.52,691,0
2322929.22,906689.97,2228258.71,2959494.08,654,1
2136111.62,1189480.49,6098197.52,3914817.28,694,1
1060921.43,342485.04,2054941.56,5030594.02,694,1
2059422.42,1574112.85,2813889.62,1774907.51,632,0
1248217.96,1025913.08,1753622.15,3965474.87,638,1
2293136.0,1825111.95,2825678.77,3885669.71,700,0
1417132.62,713323.43,990541.91,2895737.98,850,1
1295611.21,947184.72,1502775.01,9985038.43,551,1
2810716.75,754130.54,4451301.63,782593.71,654,1
827549.39,188823.05,1310906.14,6447363.84,530,0
449297.29,326758.41,1026738.97,1785664.14,647,0
1795175.03,893546.02,1932314.86,8403263.69,582,0
2911033.26,2610860.56,6259868.7,9146255.53,638,0
1195733.72,320549.85,2073731.71,4044705.93,665,0
279906.61,223628.42,807680.67,8243610.57,601,0
1083985.28,581003.26,1252929.56,2536599.02,471,0
1567201.8,1220858.25,4237164.19,1443681.65,792,0
569576.72,439707.02,1402256.67,3192988.75,733,0
2008496.43,1689535.95,3842239.32,3449656.44,636,0
2993473.23,1222818.87,5877814.6,4003707.57,560,0
1410044.48,1219490.43,358080.52,3760941.47,658,0
1128712.81,345574.47,3217592.07,4140887.31,686,1
1262042.08,324822.05,404873.44,7114831.99,727,0
433923.92,217886.59,733201.21,2493522.32,736,1
2661493.44,2075501.99,2635443.81,234827.18,755,1
1302994.4,692404.44,1680284.16,4922321.49,475,0
1223095.79,954627.09,2238936.82,4510497.88,619,1
2013101.79,1430874.03,5488831.01,647646.65,749,1
1381896.92,478965.29,1896931.8,1381323.94,557,1
1979877.06,1711043.68,5866749.26,5123712.9,771,0
278194.24,67475.13,494750.71,2385770.06,831,1
2459797.7,2038669.99,1184790.65,8782103.03,769,1
2827461.46,1168053.78,1611731.88,1774260.24,716,1
1981419.62,1089986.18,4256749.37,250220.19,605,1
2868241.19,1421633.17,433659.09,4503259.51,678,0
539153.71,172682.41,776933.83,9862322.95,515,1
1484506.95,669071.45,660096.9,6357031.64,571,0
1845239.53,618255.08,2398176.45,3572595.73,578,1
1787036.28,612454.03,4020388.92,217836.71,656,1
1264239.16,418387.04,1740147.81,4875236.98,610,1
1080444.79,585938.35,529799.7,2104336.72,676,0
467789.67,354842.77,353544.25,6495153.15,737,0
1236053.11,739504.65,1362895.35,5850934.51,579,0
571716.36,471805.85,119307.8,2688877.07,664,0
2229660.46,1439426.75,3908623.57,735383.21,608,0
705609.71,481605.5,1286045.23,7562441.02,669,0
269839.39,180070.58,50313.11,5875367.74,718,1
1701861.8,875814.56,2054034.81,8429156.18,742,1
1826166.22,1246426.34,2268102.19,2635010.16,717,0
2628547.88,653970.68,2632382.16,6545977.54,691,0
1773246.68,1421959.47,2967030.42,1230870.98,507,0
1101894.48,820325.73,1143625.94,2953508.58,541,0
2428734.46,902665.81,3034042.7,6582564.16,567,1
1666808.79,1229476.03,3987957.78,8264533.99,685,1
329912.83,68902.23,160445.87,3243208.74,520,0
1740966.62,612946.65,3233574.06,7998592.89,683,1
2733253.78,671276.38,4145753.43,6793636.98,676,1
1249306.61,932181.18,1143384.04,3519313.98,456,0
959344.83,699469.73,2093869.82,8770149.53,541,1
516061.43,397132.6,853341.15,5116829.21,754,0
539192.01,109529.95,772168.57,6500055.88,719,1
1355037.3,746439.79,2714150.49,4981531.85,564,1
1827471.49,1267141.94,4398487.99,4554563.61,546,1
333784.67,103066.3,973985.81,8487378.29,404,0
2824748.91,1849796.74,5333270.3,2982308.93,797,1
2289887.49,592799.36,6007107.55,414460.76,654,1
1801209.36,588865.95,5898.28,8803837.3,838,0
2502472.15,1333962.22,3980700.16,8258988.33,630,0
332541.59,218644.64,214137.71,3697276.72,678,0
1482832.75,447976.21,419014.98,1895238.83,739,1
1927270.07,635336.78,3075755.45,6771559.75,813,1
2503093.43,858842.54,5608129.56,833670.99,700,1
2372061.72,870761.47,2933807.61,4266359.82,650,1
903500.82,323984.28,1816327.9,904330.1,652,1
2828552.49,1348100.5,4155589.85,5999201.27,545,1
460602.94,302916.79,603969.1,320723.42,611,0
2637887.49,1336412.49,2296993.09,6310921.84,655,0
2915726.72,2166914.85,3346614.4,6748395.45,788,0
613745.22,431762.37,644056.19,4897087.52,606,0
2193991.59,633117.61,4253187.73,1791322.93,756,1
216828.0,50778.76,75468.19,1058869.69,641,1
1275726.19,1039154.37,354535.93,3167258.86,774,0
1597221.57,408699.84,3162560.97,4678806.46,717,1
1783871.16,542006.82,2923576.11,6439972.75,710,0
2814218.02,606445.11,3632030.59,62438.77,747,1
2049526.99,1311360.04,937307.42,7125086.0,733,0
1495706.06,908879.84,1844327.22,7141483.72,756,0
2448057.61,2180809.44,5799926.55,4473151.17,850,1
2856545.18,2344802.76,7623729.76,3466894.14,811,1
163991.83,79960.81,345650.45,8430970.22,696,1
2949311.69,1357008.06,530099.04,7856645.45,605,0
349783.2,142640.34,703494.24,9833597.08,686,0
2461721.66,754972.72,1779718.34,3750711.51,457,0
912970.78,270840.6,863445.52,9072984.42,732,1
483321.01,141419.05,284008.91,919648.76,543,1
1375581.36,384998.16,3201345.61,4144087.36,762,1
1967474.08,724735.66,3828323.59,4680472.48,848,1
1204760.35,499575.61,2211343.84,4436699.45,504,1
258239.68,225470.43,517491.11,6269726.97,644,0
1838437.31,1112128.22,1305872.87,1743568.0,543,0
2716969.5,2421681.22,3624255.94,8671199.11,477,0
1211324.56,558089.77,2301227.36,5540051.98,639,0
727365.06,378476.15,1389108.75,9046885.0,713,0
1383474.3,591027.22,3286520.11,76184.86,725,1
240251.86,78807.74,206931.79,6318381.73,665,0
2479413.99,744358.01,5729946.48,4153955.58,483,0
2496388.35,2150776.96,3296614.23,5075735.66,662,0
1805201.34,1608014.65,3629389.93,7450854.88,500,0
1123998.38,260134.42,1536683.53,2310159.9,507,1
2419371.76,738494.15,6885121.96,2088749.38,550,1
1708592.37,848259.5,919063.45,7044927.79,754,0
2495203.69,824498.72,5052825.57,5237589.3,704,1
1931230.5,878161.94,3340265.93,2374709.03,682,1
2374775.87,689557.6,1230592.53,4865985.41,563,0
1835832.68,953821.98,363529.77,4622606.14,611,0
1301009.1,507635.84,3119082.36,6929872.05,512,0
2878042.99,1284567.11,1359455.12,76477.98,786,0
1669230.09,444046.68,933967.7,5888264.64,850,1
1854759.6,926804.15,5444280.82,6076497.6,705,1
739414.15,656807.05,1591058.48,7467825.87,723,0
1914387.29,823537.12,1438586.48,8897843.14,634,0
1757662.18,1429859.05,3116065.92,4429888.48,488,1
636031.35,502617.04,1019135.63,3458076.23,565,0
272802.58,236367.31,691123.46,1068087.76,603,0
1852642.03,1395181.47,4053510.81,3401516.66,611,0
2314707.58,1531683.16,5775573.58,731422.41,588,1
1617863.98,1293658.78,1026566.67,8038061.04,654,0
757640.61,191646.16,1455168.21,8079711.17,564,1
2032913.73,1065209.11,245418.58,4201514.69,850,1
332306.61,296576.79,68728.26,2633430.28,513,0
1381317.74,1020407.19,2956822.65,1224299.75,738,1
573763.6,501155.4,42034.1,8519809.8,623,0
634931.25,473496.2,1104332.76,8781078.02,696,0
686652.45,557848.38,1731198.67,2699581.67,700,0
1221450.47,848383.76,1392240.3,6236517.46,665,0
248335.6,181868.92,33406.43,2623603.96,536,0
1253600.98,709819.72,2684639.58,2290009.94,616,0
1583951.6,1341553.77,4417735.02,261020.1,666,1
1501553.43,1167498.69,3230613.48,5792736.2,660,1
1210073.89,956828.99,2099891.72,1541918.35,547,1
2533525.16,1700264.88,1748351.49,173093.27,779,1
521447.41,215465.18,24052.74,1093269.09,400,0
1566520.56,352374.48,3264654.41,3172003.46,624,1
279920.11,239320.1,194006.62,6708173.74,557,0
306351.47,186961.47,788698.19,2066099.38,668,0
1764210.96,721033.16,2468294.08,8881526.1,751,1
1741453.43,530088.98,2772231.47,2920459.68,509,1
2646297.19,2065874.81,5985420.47,3345701.58,850,1
1717833.66,1349468.51,4016796.4,2218872.94,670,1
2883393.96,2220661.94,5559046.59,2575363.1,688,0
241215.06,157165.57,679091.66,787644.39,506,0
384222.29,175286.35,1132262.85,2982967.26,645,0
227791.0,94043.33,647075.94,8603193.72,747,1
637302.87,131276.96,1575755.27,6899824.19,670,0
1669683.32,1308239.11,3534511.98,8758918.63,664,1
1972159.33,515133.71,3924552.83,1093347.19,644,1
232196.96,148960.97,72271.43,4583385.48,512,0
2843315.58,1571934.02,2315747.02,2331085.99,511,0
2542279.59,1445750.04,43383.16,7226095.13,766,1
960176.2,814900.57,395813.06,9703866.36,738,0
323843.84,71935.6,426725.28,8162826.82,753,1
592672.51,439392.32,260544.56,401017.76,567,1
468138.8,110685.18,1266310.89,3200763.96,634,1
457522.96,103723.9,1105877.63,334367.92,773,1
1603828.9,803313.61,344559.76,449661.32,527,1
812957.58,198485.73,607068.88,841177.28,762,1
1138605.18,856687.41,2797798.47,2799452.94,591,1
2969565.47,1694713.69,7154094.14,3076817.54,564,1
2084511.32,459274.43,5912407.13,4034512.46,646,1
2852043.93,651265.6,8535150.13,4079064.39,538,1
513414.01,322869.63,1503692.18,7725519.67,460,0
1208204.48,923404.43,1486591.65,1456962.27,657,1
1708722.23,865398.9,1283225.33,1619519.13,703,1
322598.38,189754.45,733985.7,6284561.06,771,0
112143.59,85215.74,100684.61,5738834.41,710,0
2044259.57,1282475.07,4945474.96,1582346.82,846,1
1961276.6,700827.22,3141698.75,8530031.05,786,0
1291287.55,812396.02,3075565.22,3324141.17,723,0
1519967.82,972468.76,1257985.62,3701325.12,696,0
1304784.7,931453.03,1988598.81,4233577.8,773,1
169614.63,107639.47,287000.06,3260883.61,428,0
1072577.66,942226.75,3034669.93,5596677.77,601,0
613538.54,207438.49,490703.66,3917044.85,464,0
385430.15,333691.34,1083083.66,2631375.52,716,0
2874489.26,1658113.61,6940674.92,9049524.93,575,1
1838143.2,1232234.77,4030463.81,3118089.86,850,1
2213103.22,596703.79,5224275.39,6999964.81,598,1
1014554.86,473191.59,1842710.76,3504906.37,660,1
1240126.68,915914.66,908070.4,4380438.87,609,0
787079.58,546892.58,447442.86,2397638.06,601,0
381200.45,86950.9,990749.22,7535679.71,525,1
619191.75,360751.01,1347001.0,7385172.35,521,0
2412790.73,631655.91,1543251.95,271287.46,432,0
2064882.84,1852405.36,3810287.2,648930.7,704,1
1686093.74,1396267.06,2263815.96,9227645.72,607,0
1477760.63,317358.65,703363.09,8893827.13,843,0
2775059.42,2222974.41,4427805.25,5085567.57,525,0
310931.35,262301.91,262599.33,4958906.05,797,0
913742.36,408884.86,263827.0,8133620.54,807,0
1114819.78,784444.23,1561723.04,1427578.96,777,0
2369034.86,1206958.4,4193963.19,6554306.26,673,0
2978292.4,1961690.23,419103.02,4786030.8,616,0
797944.49,349676.98,962543.08,7446143.74,777,0
2635491.27,1122169.69,2037197.22,349522.77,570,1
2508806.01,1247136.8,230689.16,5947619.22,677,0
751506.45,226877.87,283308.65,5589445.74,645,0
1258064.48,983551.38,524741.81,8416440.88,560,0
1288051.32,572008.81,706654.25,6784521.16,677,0
2936839.94,1409990.62,7078174.01,8807595.57,724,1
624586.51,515807.42,823502.08,8878369.55,556,0
2417558.12,1323943.48,1066766.8,4111231.81,696,1
1069158.87,621157.5,321700.18,1417469.63,427,0
2219524.0,1929984.18,1983858.0,6321322.38,545,0
1318031.91,1081719.95,3155429.76,8743773.68,604,0
1777243.31,566277.17,1943201.48,795785.77,685,1
2514574.14,1335868.82,1206221.3,5601336.57,736,0
2432080.14,2140005.21,2948528.82,1194245.29,658,0
2612627.23,1203523.48,4352466.29,318610.12,706,1
272890.24,125557.12,24219.71,6812371.77,633,0
2106946.6,709032.12,3967223.29,6834403.64,690,1
505963.39,141683.0,599719.55,6026547.55,685,0
1305873.85,937896.04,38102.3,8599266.9,599,0
1690906.4,1249615.9,3418451.7,854720.58,614,0
1267944.51,1113647.17,2709803.97,1097339.6,710,1
1606873.86,1191324.63,3031398.65,8652127.61,831,0
2989926.3,1107309.47,3067038.45,5057603.36,770,0
492130.21,112245.85,781903.64,2766875.45,537,1
2058822.53,1831952.99,2391267.03,7394661.93,537,0
1248402.8,547194.28,2623974.39,8949317.04,596,0
485728.42,203219.09,850384.44,6911552.7,659,1
560336.61,467415.23,137505.12,7929729.34,654,0
2852892.01,1739037.18,5504029.42,2860847.54,774,1
2650844.34,928881.89,5465286.18,2923314.83,779,1
2730421.69,2245409.7,3036519.82,8648032.61,650,0
2975445.05,2664072.46,7817557.4,6167885.34,627,0
704114.63,183545.08,1780736.22,2379919.38,701,1
1130774.08,908663.07,594221.29,5265410.06,756,0
2040735.19,966004.43,5536104.22,6874311.69,705,0
1503027.37,851992.13,1987929.72,2224563.36,606,0
1313329.65,1103684.39,2851565.63,6566318.76,588,0
1137652.62,1002687.7,2778478.79,469341.26,538,1
1821963.83,698749.98,2760889.69,3071731.65,669,1
1769220.94,617450.22,2118298.53,6756019.53,712,1
568227.72,145671.76,1560554.53,1536023.2,723,1
1468045.53,870930.48,1016710.58,2260880.35,765,0
1705068.15,357251.13,1314454.49,8796978.24,798,1
1753832.12,856446.75,1902663.97,6759494.94,512,0
709310.86,178298.63,1828885.23,5014241.17,690,0
2252587.04,1089481.85,6344106.82,2148389.25,693,1
173077.37,39453.43,114266.23,3447026.08,642,0
1129012.38,885881.92,2925960.28,5764588.46,567,0
2362616.68,819396.33,1830103.86,1595360.31,794,1
1735289.47,745855.35,5053030.61,4843353.59,591,0
857371.05,693641.99,1536600.7,4119295.22,430,0
2115364.05,1528109.89,44971.38,4793039.05,652,1
1745433.74,616708.61,178714.46,1100330.17,626,0
2409106.47,603070.64,1065917.81,1109646.02,835,1
2231573.04,1564269.42,1255749.61,9642903.98,698,0
1869312.97,885104.34,4304761.16,9794708.95,619,0
1515715.26,1115954.45,1012948.91,4290338.35,630,0
486228.16,248806.03,1413671.85,7900504.76,629,0
857865.75,379349.68,1637096.24,6575124.7,850,1
1315388.47,678534.97,2732788.64,1213322.7,717,1
1837967.93,1330672.77,1201019.33,3001952.64,509,0
1589752.78,1321965.6,4257547.03,3170831.52,625,0
935735.13,219745.26,1874692.66,5977955.63,647,1
118746.64,67314.87,307935.78,5820768.29,539,0
1539093.74,343194.51,4416342.22,9238911.5,471,1
928315.37,490045.32,349903.35,7910861.32,709,1
2230364.07,1828224.93,646274.06,8575634.26,569,0
169444.17,76777.39,408398.32,8917724.71,774,0
1796000.65,1531477.23,4666688.9,8022702.89,650,0
2830275.29,1815411.96,4956616.57,3362168.55,602,0
605786.87,517286.71,665154.98,2189379.06,408,0
1467783.52,1071506.39,2873757.08,5739085.01,772,0
365123.78,99461.4,334815.66,6911204.75,679,0
1914477.55,692669.38,1369152.16,3896351.29,605,0
1696541.87,807417.05,2484476.37,8490969.57,560,0
1281360.02,408849.71,830912.62,9607637.6,809,0
1611993.36,880854.63,2339181.02,5715487.48,543,1
2700066.51,1430921.06,7748703.56,4593091.02,613,1
669253.48,581836.55,1686085.16,8436726.81,706,0
165437.08,83315.69,467342.02,291481.99,795,1
2598828.17,1948961.98,6286531.35,1333675.53,628,0
1773639.54,1524154.76,1887600.86,8464293.71,576,0
2682909.52,2183599.08,6535931.71,7333684.43,639,1
1831141.15,633698.14,5069966.98,4190560.15,740,1
2449467.16,1340399.69,6959199.19,8894075.98,762,0
1346052.75,596863.81,2758861.04,3547009.96,512,1
2274593.8,1091580.04,1442319.77,6356761.31,661,0
2747820.25,1243566.66,327505.72,6361627.98,506,0
1759156.59,1369418.0,776844.76,1884102.33,738,1
624276.94,322437.38,1808306.02,2884274.77,692,1
879513.08,498319.83,1219260.61,9164268.88,557,0
676069.27,600155.58,1734089.32,1874977.8,803,0
815885.38,197432.42,1138268.18,1777067.49,683,0
988604.8,535399.05,1959862.31,4822173.96,672,0
1709887.98,1268468.76,123834.07,967363.81,632,1
1805175.73,552046.87,1353150.39,8951530.58,649,0
1336849.27,839637.75,1749678.8,1046483.93,611,1
1884720.26,692870.94,3565689.34,6184746.89,575,0
336567.28,271671.35,173185.26,3430829.47,772,0
354585.89,152106.63,813297.48,8052515.21,600,0
598305.44,257477.14,654075.95,5918616.92,597,0
1602424.74,991477.42,3929635.51,3913646.1,637,1
720584.57,236707.73,211785.04,9839536.2,792,0
921524.77,368077.31,1879237.6,708998.34,763,1
1260907.22,619915.32,1109579.44,5798973.72,610,0
2454411.76,1098463.4,5856593.45,9896204.7,772,1
140200.19,79551.56,169153.12,6924978.8,660,0
1983198.58,1229083.55,3958561.34,7410707.83,565,0
2039741.94,1217047.15,5717224.92,369306.89,602,1
2416101.76,1589596.4,149508.13,262563.47,787,1
2804983.52,1165259.33,93547.17,409295.61,850,1
158399.76,45698.07,366036.15,9917652.83,681,0
545972.75,399960.68,1058738.97,9796221.62,593,0
2669896.75,2124026.4,2346676.81,3378363.81,637,0
1429703.83,543150.72,2120522.58,2945269.07,573,1
1737312.85,842534.83,218566.11,1502289.52,588,1
2022778.89,1110502.48,1167824.72,3324945.98,578,1
2069293.15,1186385.34,2635222.32,3732991.81,642,1
2802047.17,1853955.23,7011095.39,7495414.03,662,0
2991153.31,685339.82,4304274.25,8669620.85,635,1
2188456.64,1542936.24,3849686.74,7480014.44,627,0
932941.51,227059.03,2445483.54,6482427.26,726,1
2651281.97,1399351.92,2456298.05,7670705.78,627,1
242740.65,189184.73,510264.63,7398049.92,633,0
770134.47,397274.42,1990798.98,4783709.45,632,0
2702418.58,822515.75,1642657.3,3391721.45,804,1
842955.39,749828.79,901485.57,2863668.13,600,0
739888.07,608557.81,2174849.58,6809586.82,709,0
500563.35,370376.61,1476489.54,9595076.04,575,0
2591424.1,1264765.58,1735450.26,5831494.45,684,1
1550168.95,509528.15,309006.83,9129638.7,704,0
2057190.29,1767101.42,1672011.92,191582.24,758,0
793292.51,454275.62,946553.35,7954982.94,611,0
2298317.22,1830951.71,3040712.3,8543346.45,538,0
2304016.08,1012537.89,4277219.05,6328388.69,571,1
1006534.27,437542.28,2716141.07,9343906.94,746,0
1290979.64,1148814.81,1279417.67,5919634.28,850,0
708101.8,400278.01,1805626.75,2443342.18,733,1
2932026.97,875171.34,822248.15,2196386.43,523,0
1972247.47,697726.47,247761.81,5580570.85,730,0
2810177.25,1510079.65,4249368.93,9069515.11,555,1
979818.08,225093.25,175374.37,770061.06,615,1
2367483.65,1240025.88,2787639.56,6063685.6,668,0
2320990.07,1144848.29,6244239.31,7709544.56,685,1
2105801.39,1569949.45,1525545.94,1198250.59,656,0
2900353.03,1300690.51,6142736.93,1211858.42,589,1
1241310.47,1102015.74,1125987.99,3692973.57,755,0
479080.24,156438.35,64560.93,2775117.68,597,1
2047955.69,1256811.32,3420232.93,2023225.88,775,1
2214998.42,582078.35,5547597.49,2027007.03,514,1
1767675.66,1261598.59,2171422.23,1350156.87,671,0
699771.89,627224.85,1295894.6,6127997.43,527,0
1562922.23,1208759.44,4220000.67,6896849.76,566,1
1005350.24,592143.73,2381758.69,7044215.46,598,0
1339652.93,722500.21,779181.26,5346922.06,802,1
1971133.87,1546395.86,4336793.89,9531417.38,780,1
2261122.75,1933671.16,3404525.22,8811301.14,737,1
773451.6,690262.68,1730907.67,9578429.87,653,0
1275443.55,609123.09,1892180.0,3918515.01,668,1
880568.56,786913.25,338027.81,8783942.44,776,0
676031.68,208994.1,1155830.52,7640603.26,720,0
2371822.94,895327.21,3501764.08,3432730.39,651,1
2736832.81,717902.14,4252395.59,1110602.92,798,1
1173673.34,457987.24,3094633.13,6842081.44,731,1
2278708.88,1680676.06,6117219.38,1407700.63,674,1
2701286.34,2153052.31,3675400.77,2973069.28,604,0
2553760.21,1903125.57,3491491.06,5028627.54,595,1
630158.83,404401.93,973948.83,6814831.22,616,0
2873246.46,1608376.01,4478724.16,9265965.19,695,0
1192361.68,829994.62,3399615.63,5952738.45,733,0
1083797.92,513268.79,2111456.62,6730560.34,505,0
281050.85,221725.47,233938.57,3134637.81,455,0
1509903.6,1017724.95,2407707.96,6888561.53,554,0
416139.49,286496.76,783037.5,4406011.7,609,1
820765.48,472067.53,1575307.63,8576465.27,769,0
1019133.6,835343.34,1789356.74,3954882.61,621,0
2445596.34,920547.68,1304012.67,4709306.62,675,1
2638917.09,1231855.36,265948.92,4354248.18,691,1
977152.32,727343.13,990372.37,8120672.2,547,0
2590224.55,1411476.11,3322135.14,9539307.01,795,1
2585969.72,2126830.3,479471.68,3306399.19,583,0
2317487.76,1025440.88,5666030.48,4776527.61,805,1
525415.83,240919.51,542351.2,7073966.35,637,0
