transaction_amount,location,device,time,frequency,is_fraud
478889.88,Kigali,mobile,23,5,0
4847028.46,Kigali,web,5,2,0
3121377.84,International,mobile,9,2,1
4599273.81,Kigali,mobile,8,0,0
4532262.9,Kigali,web,13,2,0
3265872.63,Kigali,web,22,3,0
3142558.33,Kigali,web,1,3,1
1800049.05,Butare,mobile,15,3,0
745975.72,Kigali,mobile,19,4,0
3433181.46,Kigali,web,14,7,0
4089393.92,Musanze,mobile,2,2,0
2723346.44,Musanze,unknown,23,2,1
254820.27,Kigali,mobile,0,4,0
725016.07,Kigali,web,14,6,0
510250.71,International,mobile,23,5,0
3289329.33,International,web,10,0,0
2824163.04,International,mobile,22,5,1
2332768.22,Nyagatare,mobile,18,4,0
2717271.08,Gisenyi,web,1,1,1
1380136.23,Kigali,unknown,19,0,0
4023733.49,International,pos,0,1,1
1643061.98,Rubavu,atm,15,0,0
3221683.82,Rubavu,mobile,8,3,0
1954675.8,Musanze,pos,23,3,0
361296.54,Gisenyi,pos,12,3,0
1285128.65,Gisenyi,mobile,23,4,0
4825509.09,Kigali,mobile,23,2,0
953090.33,Kigali,web,2,3,0
525091.0,Butare,web,6,4,0
1456115.39,Butare,mobile,16,4,0
4389690.58,Nyagatare,mobile,12,1,0
1530479.11,Butare,web,16,2,0
2087192.01,Nyagatare,atm,7,2,0
1550729.57,Kigali,unknown,6,2,0
4944873.33,Nyagatare,mobile,13,5,0
4999375.56,Kigali,atm,21,2,0
2414122.38,Butare,atm,8,6,0
3924236.13,Kigali,web,7,5,0
1100689.16,Kigali,unknown,0,1,0
1871788.59,Kigali,mobile,23,5,0
3396858.69,Rubavu,unknown,10,4,1
1431998.84,Kigali,pos,15,6,0
1123881.36,Nyagatare,mobile,14,1,0
4611228.29,Rubavu,web,20,1,0
1221868.23,Butare,web,8,4,0
296859.46,Gisenyi,web,8,2,0
3755564.53,Kigali,pos,11,3,0
1216719.81,Gisenyi,atm,16,3,0
2251195.64,Rubavu,mobile,18,2,0
558229.39,Kigali,unknown,2,3,0
343043.63,Rubavu,mobile,2,1,0
2302498.14,Butare,web,9,3,0
1685773.17,Butare,web,21,2,0
2529873.17,Rubavu,mobile,7,3,0
4828933.38,Butare,web,18,2,0
2037237.74,Kigali,unknown,18,2,1
3013484.19,Kigali,web,21,2,0
488428.11,Rubavu,web,13,1,0
4429645.07,Kigali,mobile,22,1,0
4029402.59,Musanze,pos,6,3,0
2612273.82,Gisenyi,unknown,7,8,1
917292.68,Rubavu,mobile,4,5,0
2130036.62,Kigali,pos,5,4,0
1487271.29,Kigali,mobile,21,4,0
4972586.52,Musanze,web,8,3,0
2454446.02,Kigali,mobile,2,6,1
2111454.41,Kigali,mobile,20,6,0
845707.05,Kigali,pos,22,2,0
1195925.19,Kigali,atm,11,5,0
3558082.78,Kigali,mobile,16,2,0
2674779.21,Nyagatare,atm,13,2,0
1790477.55,Kigali,web,14,3,0
1485419.92,Musanze,atm,18,2,0
1004100.86,Butare,web,22,1,0
169972.52,Musanze,mobile,18,2,0
4885761.27,Musanze,web,21,5,0
3765675.2,Kigali,mobile,23,1,0
4639390.14,Rubavu,mobile,7,3,0
2063048.06,Kigali,mobile,23,3,1
4346979.06,Musanze,web,16,2,0
1281621.48,Nyagatare,mobile,10,2,0
2549419.15,Kigali,web,18,1,0
1012795.96,Butare,unknown,4,0,0
3851800.66,Gisenyi,atm,21,6,0
2488261.23,Butare,mobile,2,4,0
2681596.56,Kigali,web,22,3,0
4297343.42,Kigali,atm,5,2,0
3696217.48,Nyagatare,pos,10,4,0
4831346.65,Kigali,mobile,21,2,0
2026977.33,Kigali,web,1,4,0
2307542.88,Kigali,mobile,12,5,0
3076885.76,Kigali,atm,21,5,0
2266835.6,Rubavu,web,9,6,0
2098367.09,Butare,mobile,15,3,0
1703188.42,Butare,web,4,0,0
4159505.15,Rubavu,atm,18,2,0
2667680.07,Musanze,mobile,0,5,0
3037211.94,Kigali,web,23,0,1
1020775.63,Kigali,web,21,3,0
1259256.51,Kigali,unknown,6,3,0
1699296.15,Musanze,mobile,17,0,0
2327112.2,Butare,pos,5,2,0
220114.55,Kigali,mobile,4,1,0
4442012.61,Kigali,unknown,0,1,1
4518609.42,Nyagatare,mobile,1,4,1
3308568.76,Kigali,mobile,8,6,0
1580606.14,Kigali,mobile,6,7,0
1926898.86,Rubavu,mobile,4,4,0
3670387.97,Nyagatare,mobile,22,3,0
1431811.88,Butare,web,22,3,0
3044785.65,Musanze,unknown,4,3,1
4531402.26,Butare,web,20,2,0
2052533.94,Rubavu,web,2,2,1
2935450.3,Gisenyi,atm,3,1,0
4642984.64,Nyagatare,mobile,5,3,0
1703237.54,Kigali,mobile,11,3,0
3798318.91,Musanze,unknown,5,3,1
3775731.72,Rubavu,mobile,12,3,0
4642511.72,Musanze,web,6,3,0
4293017.3,Gisenyi,pos,5,1,0
3744266.5,Butare,mobile,21,1,0
3182758.88,Kigali,unknown,4,2,1
1206320.86,Musanze,web,15,4,0
3353408.04,Nyagatare,unknown,21,4,1
1382579.11,Butare,web,2,1,0
2200378.02,Kigali,mobile,15,6,0
3548638.33,Gisenyi,atm,7,3,0
3374633.79,Kigali,unknown,21,4,1
2006294.86,Kigali,mobile,18,4,0
913787.09,Kigali,pos,23,1,0
2420970.2,Rubavu,web,0,2,0
1350229.62,Musanze,mobile,0,1,0
1277544.68,Kigali,mobile,20,4,0
1634304.53,Nyagatare,mobile,19,1,0
3531335.67,Gisenyi,pos,6,6,0
2486680.52,Nyagatare,mobile,14,2,0
1866168.3,Kigali,web,17,2,0
4503023.77,Butare,web,10,3,0
3534049.98,Butare,web,1,2,0
2473516.81,Butare,unknown,5,6,1
2106731.17,Nyagatare,atm,17,6,0
4094574.71,Musanze,web,4,2,0
865036.01,Musanze,pos,7,1,0
3320937.55,Kigali,atm,8,2,0
105565.99,Kigali,pos,11,6,0
35300.08,Kigali,atm,1,3,0
4658952.57,Musanze,atm,10,2,0
2570185.9,Kigali,mobile,18,5,0
1575929.57,International,mobile,2,4,0
3973583.67,Kigali,unknown,13,5,1
4924147.62,Kigali,mobile,17,4,0
172551.75,Nyagatare,mobile,21,2,0
190284.49,Musanze,mobile,6,2,0
4273982.87,Gisenyi,atm,0,0,0
2783795.64,Nyagatare,mobile,3,3,1
4413767.34,Nyagatare,web,14,1,0
3473368.06,Nyagatare,web,17,4,0
2353192.96,Nyagatare,mobile,0,3,1
807148.95,Kigali,mobile,7,5,0
1949610.8,Butare,mobile,14,6,0
3935831.89,Musanze,mobile,13,3,0
1169970.79,Butare,web,23,1,0
3561976.29,Gisenyi,mobile,19,3,0
1237099.22,Nyagatare,web,5,2,0
2317940.12,Kigali,unknown,11,2,1
427617.31,Butare,pos,3,1,0
2275264.79,Gisenyi,atm,15,4,0
3063706.37,Kigali,unknown,7,4,1
2816808.55,Kigali,web,21,2,0
2032629.34,Musanze,atm,8,0,0
1848791.53,Nyagatare,atm,22,9,0
1377356.09,Gisenyi,unknown,6,2,0
3835636.78,Butare,web,22,2,0
3913299.17,Musanze,mobile,3,3,1
2415396.24,International,mobile,6,4,0
1913117.54,Kigali,mobile,8,4,0
3187296.15,Rubavu,atm,19,3,0
2788882.74,Gisenyi,web,16,1,0
3336443.7,Gisenyi,mobile,18,4,0
1530424.65,Kigali,pos,16,3,0
3941853.62,International,unknown,18,2,1
1584055.68,Kigali,atm,15,4,0
2093907.0,Kigali,mobile,20,0,0
662547.43,Kigali,web,20,2,0
4276918.93,Rubavu,unknown,12,5,1
3221546.59,Rubavu,mobile,4,6,0
1176817.65,Kigali,web,16,6,0
4258664.41,Kigali,mobile,19,4,0
3524112.64,Kigali,pos,21,4,0
2211180.19,Rubavu,pos,4,5,0
4949219.24,Nyagatare,mobile,19,1,0
1686380.15,Kigali,mobile,16,3,0
498198.06,Butare,mobile,20,2,0
3667428.51,Kigali,mobile,12,3,0
3785366.67,Gisenyi,atm,10,1,0
295296.05,Gisenyi,mobile,10,3,0
4097185.9,Butare,mobile,17,2,0
3879819.6,Kigali,atm,3,3,0
4648017.06,Nyagatare,web,3,0,1
593186.34,Musanze,unknown,7,3,0
3004247.39,International,mobile,17,4,1
1097503.0,Butare,mobile,1,3,0
1997510.04,Kigali,web,4,4,0
1325821.6,Rubavu,mobile,18,1,0
2246763.86,Musanze,mobile,4,3,0
564825.2,Nyagatare,web,1,2,0
1517925.78,Kigali,web,3,3,0
355058.18,Nyagatare,mobile,13,5,0
2459414.02,Butare,web,6,4,0
1483767.71,Kigali,pos,8,3,0
2951747.6,Kigali,atm,12,2,0
2282502.68,Musanze,web,0,5,0
1219643.52,Kigali,mobile,10,1,0
515149.62,Gisenyi,web,11,1,0
3766706.78,Butare,mobile,22,1,0
3165846.2,Kigali,atm,14,2,0
165133.52,Musanze,pos,12,1,0
4946833.12,Kigali,mobile,19,1,0
3212630.13,Musanze,web,3,0,0
1036300.34,Butare,mobile,10,4,0
4202564.12,Kigali,unknown,16,3,1
4410562.56,Musanze,pos,7,2,0
2868640.14,Nyagatare,mobile,22,1,0
4427918.2,Kigali,unknown,17,4,1
146344.23,Gisenyi,mobile,13,2,0
4725860.97,Kigali,mobile,13,2,0
286489.47,Musanze,mobile,23,3,0
3212129.12,International,atm,3,0,1
1729800.24,Butare,unknown,9,2,0
197042.1,Kigali,mobile,2,3,0
4646476.89,Musanze,unknown,4,1,0
677220.62,Butare,mobile,20,0,0
4268794.07,Butare,web,12,4,0
1652059.87,Kigali,unknown,19,4,0
3705949.43,Gisenyi,mobile,21,6,0
1271476.84,Gisenyi,web,4,2,0
2917377.97,Kigali,web,1,7,0
3997869.26,Kigali,mobile,15,6,0
2831116.06,Butare,mobile,6,2,0
1533109.54,Butare,web,8,8,0
1167561.95,Kigali,mobile,1,5,0
874440.58,Kigali,unknown,1,1,0
4194143.2,Kigali,web,17,4,0
3054907.65,Nyagatare,unknown,22,3,1
2543635.28,Kigali,pos,12,5,0
1248278.63,Nyagatare,mobile,5,4,0
2169049.37,Butare,web,3,3,0
3100504.01,Rubavu,pos,23,2,0
359872.33,Nyagatare,mobile,1,2,0
1803894.33,Kigali,mobile,5,6,0
1197898.51,Rubavu,web,12,3,0
3232751.27,Rubavu,atm,0,7,0
3031541.91,International,web,20,7,1
1497427.77,Kigali,mobile,23,3,0
208632.8,Butare,mobile,0,9,0
914472.35,International,unknown,1,2,1
800730.35,Kigali,mobile,16,6,0
2842187.48,International,atm,13,0,1
846872.64,Musanze,mobile,19,7,0
2411930.6,Kigali,web,8,6,0
3072836.92,Kigali,mobile,19,5,0
4397888.13,Kigali,mobile,22,6,0
1225515.3,Kigali,mobile,11,3,0
929971.72,Butare,unknown,4,2,0
866682.54,Nyagatare,mobile,20,1,0
1802466.33,Butare,web,5,1,0
3246081.51,Butare,unknown,5,6,1
3359476.17,Kigali,mobile,16,1,0
1055204.02,Gisenyi,mobile,14,2,0
656601.64,Butare,unknown,18,6,0
2243665.33,Musanze,atm,17,9,0
706385.81,Butare,web,22,3,0
4064697.26,Nyagatare,web,19,7,0
419865.3,Musanze,unknown,11,1,0
3760590.56,Kigali,mobile,8,3,0
213718.25,Kigali,mobile,18,3,0
4035017.09,Kigali,mobile,6,3,0
3135944.8,Kigali,mobile,14,1,0
1612204.34,Kigali,mobile,4,2,0
2027889.71,Butare,mobile,1,2,0
3368249.39,Kigali,unknown,16,2,1
928547.91,Butare,web,10,3,0
4451658.19,Kigali,unknown,9,3,1
2414694.23,Butare,pos,20,1,0
3800817.4,International,atm,18,3,1
2533726.78,Gisenyi,mobile,14,1,0
2261670.0,Gisenyi,web,6,5,0
2348343.0,Musanze,mobile,8,6,0
1815941.99,Kigali,mobile,3,3,0
3663904.6,Kigali,pos,8,0,0
4230839.14,International,atm,21,5,1
4272056.12,Musanze,pos,0,6,0
606168.0,Kigali,mobile,6,6,0
3806958.84,Kigali,mobile,15,4,0
1000173.12,Butare,web,2,3,0
61385.64,Nyagatare,web,1,3,0
1377657.45,Gisenyi,mobile,0,0,0
1464696.56,Kigali,atm,3,3,0
4049040.38,Butare,mobile,19,5,0
3712110.38,Kigali,pos,18,0,0
423880.51,Kigali,mobile,0,6,0
1630143.56,Kigali,mobile,3,5,0
1256873.58,Butare,mobile,14,2,0
2977478.21,Rubavu,pos,9,4,0
2707789.11,Musanze,pos,0,2,0
3394724.57,Rubavu,web,23,3,1
4553693.8,Rubavu,mobile,21,2,0
2105657.25,Nyagatare,mobile,12,3,0
3279792.09,Kigali,mobile,11,2,0
4591803.28,Kigali,mobile,17,1,0
2708632.08,Kigali,mobile,1,3,0
1541750.76,Kigali,unknown,12,3,0
2014799.32,Kigali,atm,14,4,0
3773190.98,Nyagatare,pos,6,3,0
3600195.78,Kigali,web,18,2,0
3742202.8,Kigali,mobile,1,2,0
3716612.8,Butare,mobile,0,3,0
4602334.26,Kigali,web,13,5,0
3820143.73,Kigali,atm,1,2,0
4277257.71,Kigali,mobile,17,4,0
2868771.4,Nyagatare,mobile,14,2,0
3221034.85,Kigali,unknown,4,3,1
4838613.51,Kigali,pos,19,3,0
4351569.23,Musanze,atm,13,2,0
3886912.52,Kigali,mobile,20,3,0
3427730.45,Butare,mobile,21,0,0
1792911.93,Kigali,mobile,23,2,0
2740853.76,Musanze,mobile,10,5,0
276113.38,Rubavu,mobile,21,1,0
2081125.66,Kigali,mobile,12,2,0
559926.14,Nyagatare,web,10,1,0
3643333.36,Gisenyi,mobile,20,3,0
4461642.03,Musanze,web,21,4,0
870827.94,Musanze,web,3,1,0
1228794.08,Butare,mobile,3,2,0
4284976.22,Rubavu,web,20,2,0
2929367.96,Kigali,mobile,11,3,0
2941750.26,Kigali,web,9,3,0
2814600.39,Kigali,unknown,16,1,0
1091694.67,Kigali,mobile,1,4,0
1216893.42,International,mobile,19,4,0
4748240.76,Nyagatare,mobile,22,4,0
3617489.03,Kigali,mobile,10,4,0
452627.22,Kigali,pos,1,6,0
1115079.89,Butare,unknown,1,1,0
3135764.05,Kigali,pos,19,3,0
1417685.2,Rubavu,web,12,1,0
1259042.41,Butare,atm,19,2,0
1012138.79,Gisenyi,mobile,12,2,0
929041.45,Rubavu,mobile,20,4,0
3066846.24,Kigali,mobile,16,4,0
4529291.19,Kigali,mobile,23,3,0
1805978.71,Kigali,pos,14,2,0
607982.25,Rubavu,mobile,21,7,0
621934.56,Kigali,mobile,13,1,0
4668481.68,Nyagatare,mobile,20,3,0
2643913.02,Kigali,unknown,0,4,1
2331694.41,Gisenyi,unknown,15,3,1
4453760.85,Kigali,unknown,15,2,1
2535811.13,International,unknown,21,2,1
2403254.16,Kigali,atm,10,4,0
4633299.34,Gisenyi,mobile,20,2,0
2372558.39,International,mobile,18,6,1
1955109.9,Kigali,web,15,2,0
2908519.83,Butare,atm,6,1,0
4886169.04,Butare,unknown,14,3,1
4819163.3,Kigali,web,19,1,0
3878119.22,Rubavu,mobile,9,2,0
2496654.66,Butare,mobile,17,5,0
4407367.81,Kigali,mobile,16,1,0
2097205.2,Rubavu,mobile,17,3,0
3200895.15,Butare,mobile,6,4,0
897544.5,Butare,mobile,8,1,0
3306607.59,International,atm,13,9,1
1380891.53,Butare,web,0,3,0
3858879.03,Musanze,mobile,16,3,0
2070493.79,Nyagatare,web,0,4,0
1992349.72,Gisenyi,atm,10,4,0
3733014.95,Musanze,web,17,4,0
2126880.54,Kigali,mobile,12,3,0
3570249.78,Kigali,mobile,23,2,1
4275400.27,Rubavu,mobile,12,6,0
684824.73,Nyagatare,mobile,17,2,0
2395375.47,Kigali,mobile,19,1,0
4724585.19,Musanze,atm,17,0,0
4061001.17,Kigali,web,5,2,0
4868074.52,Butare,pos,12,4,0
4301612.13,Rubavu,web,5,4,0
1551443.98,Butare,unknown,7,4,0
896173.47,Kigali,atm,17,2,0
1053103.75,Kigali,pos,0,5,0
1084855.25,International,unknown,11,3,1
379144.11,Gisenyi,web,0,2,0
4534022.07,Kigali,web,11,4,0
2512991.67,Kigali,unknown,13,6,1
506805.35,Kigali,web,4,2,0
3813326.71,Butare,mobile,11,2,0
1628540.84,Musanze,web,20,0,0
355652.02,International,unknown,1,2,1
949187.91,Musanze,atm,5,3,0
3287920.35,Gisenyi,atm,15,3,0
3970134.47,Rubavu,mobile,1,2,1
1268756.71,Butare,atm,22,6,0
2885502.82,Butare,mobile,2,4,1
4862.35,Musanze,unknown,14,1,0
1392298.16,Kigali,unknown,17,1,0
908578.29,Kigali,unknown,10,3,0
383192.85,International,mobile,5,4,0
2419734.54,Gisenyi,web,16,7,0
3155262.07,Butare,web,4,1,0
232358.58,Nyagatare,web,9,5,0
689886.95,Musanze,web,10,2,0
4661489.75,Kigali,unknown,21,6,0
1115952.66,Gisenyi,pos,7,2,0
3800058.74,Kigali,web,2,2,0
3738801.11,Kigali,web,22,4,0
1608251.72,International,atm,16,4,0
1020982.44,Rubavu,web,5,4,0
1220130.79,Nyagatare,atm,0,1,0
2829711.89,Musanze,pos,22,4,0
1906104.52,Butare,unknown,14,6,0
2478079.01,Nyagatare,pos,23,3,0
4058156.61,Musanze,mobile,21,3,0
2511730.78,Kigali,web,16,3,0
4976147.01,Gisenyi,web,7,0,0
3329336.1,Kigali,mobile,1,4,0
1036634.67,Kigali,web,14,1,0
2497844.15,Kigali,unknown,15,4,0
4067181.9,Butare,mobile,16,3,0
1091898.52,Kigali,mobile,21,3,0
3647245.98,Kigali,unknown,20,2,1
167728.45,Rubavu,mobile,4,1,0
4713197.84,Rubavu,pos,5,2,0
3316977.07,Kigali,mobile,5,4,0
813270.24,International,web,10,0,0
4371536.35,Musanze,web,7,3,0
409562.49,Musanze,web,14,3,0
2029941.85,Kigali,unknown,3,2,1
3684878.22,International,mobile,7,4,1
4687064.43,International,atm,0,3,1
1744376.93,Butare,pos,3,3,0
4152640.9,International,web,15,3,1
984162.91,Gisenyi,unknown,23,3,0
176034.29,Kigali,web,7,0,0
144290.54,Musanze,atm,19,2,0
3291023.37,Gisenyi,web,23,6,1
771459.43,Kigali,mobile,18,1,0
252096.39,Kigali,web,2,1,0
4883749.26,Butare,mobile,22,3,0
1210440.34,Rubavu,web,21,1,0
2313041.14,Nyagatare,pos,14,3,0
3065599.16,Gisenyi,web,17,0,0
722707.96,Butare,web,16,6,0
1786165.72,Gisenyi,web,0,2,0
3238710.37,Butare,web,23,2,0
3198988.71,Rubavu,web,18,2,0
4210365.52,Gisenyi,mobile,8,1,0
2187393.45,International,atm,22,2,1
4449193.21,Gisenyi,atm,15,3,0
3411122.58,Rubavu,web,9,3,0
2810744.92,Nyagatare,mobile,6,5,0
586125.56,Nyagatare,web,15,1,0
2873732.21,Kigali,web,9,1,0
2973562.75,Butare,web,9,4,0
3794142.51,Nyagatare,mobile,16,1,0
3595835.77,International,pos,11,1,1
2650135.91,Kigali,web,16,10,0
2964349.44,Butare,atm,22,2,0
3861827.39,Kigali,web,17,7,0
1757525.59,Musanze,atm,6,4,0
675288.09,Nyagatare,pos,11,5,0
4371559.75,Butare,mobile,7,1,0
4825111.37,Rubavu,pos,17,3,0
2146809.54,Nyagatare,atm,16,11,1
4951553.79,Rubavu,web,14,1,0
1613813.23,Kigali,web,10,3,0
333337.18,Rubavu,mobile,11,0,0
2862511.68,Kigali,web,6,1,0
4341069.32,Rubavu,mobile,16,2,0
3087600.35,Kigali,pos,14,1,0
47631.03,Kigali,web,1,5,0
59657.49,Kigali,mobile,4,3,0
3621893.19,Butare,mobile,13,1,0
4226792.31,International,web,2,5,1
1265557.03,Kigali,web,20,5,0
2350920.22,International,mobile,7,5,1
4805473.96,Kigali,mobile,14,4,0
2303140.13,International,atm,4,3,1
679502.59,International,mobile,2,3,0
4558309.21,Kigali,pos,17,3,0
2476090.76,Musanze,atm,4,3,0
1721862.56,Butare,pos,0,5,0
487614.9,Rubavu,unknown,15,3,0
2291612.35,Musanze,mobile,21,1,0
3848479.01,Kigali,web,3,2,0
3586063.13,Musanze,web,4,2,0
2483189.96,Kigali,mobile,10,6,0
3597816.96,Rubavu,web,13,3,0
1754127.46,Gisenyi,web,11,5,0
3676473.38,Rubavu,mobile,11,1,0
429127.92,Gisenyi,pos,4,4,0
996570.55,Musanze,mobile,9,2,0
4388677.75,Nyagatare,atm,2,2,1
1468630.21,Butare,mobile,7,6,0
1030104.0,Kigali,mobile,23,4,0
445468.44,Kigali,unknown,16,2,0
1965078.49,Musanze,mobile,23,2,0
335376.88,International,atm,10,1,0
2485153.81,Kigali,web,15,1,0
4596064.08,Butare,web,20,2,0
3935778.16,Musanze,mobile,10,1,0
203848.51,Gisenyi,mobile,20,4,0
1499140.94,Musanze,unknown,23,4,0
938627.59,Kigali,unknown,16,5,0
335165.81,Nyagatare,web,17,0,0
543648.42,Kigali,web,21,3,0
4540767.79,Butare,web,9,3,0
1550761.03,Kigali,atm,18,5,0
1961423.27,Nyagatare,pos,5,3,0
2428761.49,Kigali,atm,8,1,0
3724773.03,Kigali,web,6,2,0
3991953.19,Nyagatare,web,12,4,0
4818665.85,Butare,mobile,14,2,0
1053785.01,Nyagatare,unknown,22,3,0
1505680.36,Rubavu,unknown,0,2,0
1565147.1,Kigali,unknown,8,2,0
2226571.34,Butare,mobile,19,3,0
4037118.05,Kigali,web,17,0,0
1197660.7,Kigali,web,14,3,0
3914717.37,Kigali,mobile,9,7,0
1020598.07,Nyagatare,pos,4,1,0
3550883.01,Kigali,atm,1,4,0
3995107.1,Kigali,atm,8,5,0
4268991.81,Nyagatare,mobile,14,3,0
2551672.56,Butare,unknown,12,2,1
1643910.58,Gisenyi,atm,6,3,0
3862034.97,Nyagatare,unknown,22,0,1
1604921.83,Rubavu,mobile,0,1,0
740869.84,Musanze,web,4,2,0
4173514.9,Musanze,atm,19,3,0
2056499.03,Gisenyi,mobile,4,1,0
2854383.41,Rubavu,mobile,22,2,0
4592261.01,Gisenyi,atm,21,2,0
679415.21,Kigali,atm,22,4,0
2786140.89,Kigali,unknown,19,6,1
2794043.58,Kigali,atm,16,1,0
4309525.58,Kigali,mobile,6,1,0
1706624.23,Gisenyi,unknown,16,2,0
2006369.84,Gisenyi,mobile,21,2,0
2596706.16,Rubavu,atm,0,1,0
836416.31,Nyagatare,web,1,3,0
2353571.64,Rubavu,mobile,12,4,0
2180690.93,Kigali,unknown,18,8,1
987373.68,Kigali,web,2,6,0
4165196.08,Kigali,mobile,11,1,0
2155453.29,Nyagatare,mobile,9,5,0
1530676.52,Gisenyi,atm,12,2,0
652306.0,Musanze,web,6,2,0
449194.1,Kigali,mobile,17,3,0
4801154.35,Rubavu,web,4,3,0
4975769.61,Rubavu,mobile,21,1,0
4489677.96,Musanze,web,23,2,0
2293427.84,Butare,mobile,5,2,0
4039674.84,Musanze,web,13,0,0
4171493.85,Nyagatare,pos,21,2,0
1499396.15,International,mobile,21,2,0
2930352.24,Kigali,mobile,3,2,0
4784131.67,Gisenyi,mobile,6,2,0
1400698.97,Kigali,pos,12,4,0
3314600.43,Nyagatare,web,12,3,0
3312874.36,International,atm,5,0,1
2263626.92,Butare,mobile,16,1,0
2451899.11,International,mobile,6,3,0
2282184.37,Musanze,web,12,4,0
2605624.08,Rubavu,atm,16,3,0
744314.59,Gisenyi,atm,21,2,0
3973838.19,Butare,web,14,1,0
3305545.03,International,atm,10,3,1
4869124.46,Kigali,mobile,17,6,0
1228593.12,Musanze,web,10,5,0
730268.23,Kigali,web,20,2,0
1713099.05,Musanze,unknown,0,2,0
2548952.15,Kigali,web,10,6,0
1025445.27,Kigali,web,22,3,0
2303274.85,Nyagatare,web,0,1,1
3213244.93,Gisenyi,pos,6,2,0
281328.39,Butare,mobile,7,6,0
3790270.3,Musanze,pos,19,3,0
4698586.55,Butare,mobile,2,3,1
1341606.95,Butare,web,11,5,0
3881223.75,Gisenyi,web,16,4,0
2089962.34,International,mobile,22,6,1
3322331.09,Musanze,mobile,17,4,0
3715208.84,Kigali,mobile,19,2,0
1475220.76,Musanze,atm,19,0,0
3937094.28,Butare,mobile,7,3,0
526004.12,Kigali,web,1,5,0
4933630.88,Nyagatare,unknown,18,3,1
1685456.41,Kigali,web,15,3,0
1119401.93,Kigali,mobile,16,3,0
693700.9,Kigali,web,6,3,0
4061004.54,International,pos,23,2,1
2929658.92,Musanze,unknown,17,2,1
4758375.65,Kigali,atm,17,5,0
3238568.11,Butare,mobile,0,4,1
1703294.63,Kigali,mobile,16,2,0
4182144.46,Kigali,atm,19,6,0
1406534.59,Nyagatare,atm,3,3,0
1454558.01,Musanze,web,7,3,0
141886.31,International,mobile,4,0,0
1260487.43,Kigali,web,3,4,0
1307540.37,Rubavu,web,5,2,0
1487958.78,Kigali,mobile,12,4,0
1843458.68,Butare,web,16,2,0
2883581.58,Musanze,mobile,6,1,0
1082346.91,Kigali,pos,11,4,0
3183986.7,Butare,web,23,1,0
667008.64,Butare,mobile,3,3,0
4654589.03,Rubavu,web,2,2,0
131038.12,Kigali,pos,13,3,0
4541035.35,Kigali,pos,16,2,0
2736227.7,Rubavu,mobile,7,3,0
3550371.7,Gisenyi,mobile,10,5,0
1492064.48,Musanze,atm,11,3,0
869407.03,Kigali,mobile,16,1,0
4736499.9,Kigali,web,9,3,0
2205298.59,Nyagatare,web,8,3,0
2402824.25,Kigali,web,3,2,0
4928399.18,Butare,mobile,4,9,0
1680675.96,Butare,mobile,4,2,0
501407.91,Kigali,web,21,5,0
2934777.66,Butare,web,15,2,0
2774260.5,Nyagatare,web,12,3,0
3865635.29,Kigali,mobile,1,1,1
4775412.94,Butare,pos,17,2,0
1538718.05,Kigali,mobile,4,5,0
3609121.34,International,mobile,4,2,1
2172798.11,Kigali,atm,16,2,0
3918972.06,Kigali,web,8,2,0
821802.67,Kigali,mobile,1,3,0
2504531.66,Kigali,mobile,22,3,0
386396.05,Gisenyi,web,17,3,0
2806092.06,Rubavu,mobile,7,4,0
845283.56,Gisenyi,mobile,11,2,0
4800245.33,Nyagatare,unknown,5,2,1
2771874.49,Kigali,mobile,12,3,0
2647108.25,Rubavu,mobile,23,6,1
4861667.45,Kigali,mobile,22,2,0
2492327.23,Rubavu,unknown,22,2,1
3383793.96,Nyagatare,unknown,10,2,1
233884.3,International,mobile,7,2,0
3541839.91,Rubavu,pos,23,6,1
521999.71,Nyagatare,mobile,20,6,0
3901283.03,Rubavu,mobile,18,4,0
4384290.74,International,web,13,1,1
1577681.61,Nyagatare,web,23,7,0
4390711.01,Kigali,mobile,13,3,0
2413442.39,Butare,atm,11,3,0
2858094.62,Kigali,web,15,7,0
2055208.86,Kigali,unknown,21,3,0
2382972.37,Butare,mobile,17,4,0
4541400.35,Kigali,web,2,3,0
4736498.37,Kigali,mobile,16,3,0
2229621.78,Butare,mobile,6,7,0
2572050.18,Kigali,mobile,23,5,1
581316.83,Nyagatare,atm,9,6,0
1628442.91,Musanze,mobile,22,3,0
2566429.28,International,web,22,5,1
1013312.46,Nyagatare,unknown,4,1,0
2882878.05,Rubavu,mobile,8,4,0
3426573.53,Gisenyi,web,1,5,1
3249975.25,Kigali,web,15,4,0
2212841.21,Kigali,unknown,4,3,1
3846710.94,Rubavu,pos,7,2,0
1597952.29,Butare,mobile,7,3,0
2346650.03,Kigali,mobile,14,0,0
1351139.36,Kigali,mobile,17,4,0
3018341.14,Kigali,mobile,11,1,0
2203814.81,Kigali,mobile,15,1,0
1085955.18,Musanze,mobile,23,2,0
1541270.68,Rubavu,web,5,2,0
1397700.65,Kigali,unknown,2,5,0
4554608.14,Kigali,pos,22,4,0
2610010.4,Kigali,mobile,17,6,0
3263452.86,Butare,atm,1,5,1
4673701.5,Kigali,unknown,17,1,1
911497.87,Musanze,pos,2,2,0
4684500.34,Musanze,web,6,5,0
2698416.23,Kigali,mobile,1,0,0
4281142.94,Rubavu,atm,21,4,0
840393.78,Butare,atm,12,3,0
